"Site","WS","gseason","WD","n"
"HudsonBayMtn2","(3,6]","Summer","0",62
"HudsonBayMtn2","(3,6]","Summer","30",78
"HudsonBayMtn2","(3,6]","Summer","60",75
"HudsonBayMtn2","(3,6]","Summer","90",76
"HudsonBayMtn2","(3,6]","Summer","120",80
"HudsonBayMtn2","(3,6]","Summer","150",59
"HudsonBayMtn2","(3,6]","Summer","180",67
"HudsonBayMtn2","(3,6]","Summer","210",92
"HudsonBayMtn2","(3,6]","Summer","240",76
"HudsonBayMtn2","(3,6]","Summer","270",52
"HudsonBayMtn2","(3,6]","Summer","300",36
"HudsonBayMtn2","(3,6]","Summer","330",40
"HudsonBayMtn2","(3,6]","Winter","0",67
"HudsonBayMtn2","(3,6]","Winter","30",77
"HudsonBayMtn2","(3,6]","Winter","60",91
"HudsonBayMtn2","(3,6]","Winter","90",108
"HudsonBayMtn2","(3,6]","Winter","120",107
"HudsonBayMtn2","(3,6]","Winter","150",84
"HudsonBayMtn2","(3,6]","Winter","180",82
"HudsonBayMtn2","(3,6]","Winter","210",110
"HudsonBayMtn2","(3,6]","Winter","240",120
"HudsonBayMtn2","(3,6]","Winter","270",85
"HudsonBayMtn2","(3,6]","Winter","300",57
"HudsonBayMtn2","(3,6]","Winter","330",66
"HudsonBayMtn2","(-Inf,3]","Summer","0",30
"HudsonBayMtn2","(-Inf,3]","Summer","30",19
"HudsonBayMtn2","(-Inf,3]","Summer","60",25
"HudsonBayMtn2","(-Inf,3]","Summer","90",18
"HudsonBayMtn2","(-Inf,3]","Summer","120",18
"HudsonBayMtn2","(-Inf,3]","Summer","150",29
"HudsonBayMtn2","(-Inf,3]","Summer","180",34
"HudsonBayMtn2","(-Inf,3]","Summer","210",31
"HudsonBayMtn2","(-Inf,3]","Summer","240",30
"HudsonBayMtn2","(-Inf,3]","Summer","270",18
"HudsonBayMtn2","(-Inf,3]","Summer","300",32
"HudsonBayMtn2","(-Inf,3]","Summer","330",24
"HudsonBayMtn2","(-Inf,3]","Winter","0",34
"HudsonBayMtn2","(-Inf,3]","Winter","30",63
"HudsonBayMtn2","(-Inf,3]","Winter","60",74
"HudsonBayMtn2","(-Inf,3]","Winter","90",76
"HudsonBayMtn2","(-Inf,3]","Winter","120",104
"HudsonBayMtn2","(-Inf,3]","Winter","150",97
"HudsonBayMtn2","(-Inf,3]","Winter","180",329
"HudsonBayMtn2","(-Inf,3]","Winter","210",160
"HudsonBayMtn2","(-Inf,3]","Winter","240",72
"HudsonBayMtn2","(-Inf,3]","Winter","270",120
"HudsonBayMtn2","(-Inf,3]","Winter","300",65
"HudsonBayMtn2","(-Inf,3]","Winter","330",56
"Kluskus","(9, Inf]","Summer","0",62
"Kluskus","(9, Inf]","Summer","30",58
"Kluskus","(9, Inf]","Summer","60",9
"Kluskus","(9, Inf]","Summer","90",3
"Kluskus","(9, Inf]","Summer","120",2
"Kluskus","(9, Inf]","Summer","150",12
"Kluskus","(9, Inf]","Summer","180",9
"Kluskus","(9, Inf]","Summer","210",96
"Kluskus","(9, Inf]","Summer","240",217
"Kluskus","(9, Inf]","Summer","270",22
"Kluskus","(9, Inf]","Summer","300",2
"Kluskus","(9, Inf]","Summer","330",9
"Kluskus","(9, Inf]","Winter","0",125
"Kluskus","(9, Inf]","Winter","30",57
"Kluskus","(9, Inf]","Winter","60",6
"Kluskus","(9, Inf]","Winter","120",1
"Kluskus","(9, Inf]","Winter","150",68
"Kluskus","(9, Inf]","Winter","180",72
"Kluskus","(9, Inf]","Winter","210",740
"Kluskus","(9, Inf]","Winter","240",796
"Kluskus","(9, Inf]","Winter","270",44
"Kluskus","(9, Inf]","Winter","300",11
"Kluskus","(9, Inf]","Winter","330",7
"Kluskus","(6,9]","Summer","0",429
"Kluskus","(6,9]","Summer","30",165
"Kluskus","(6,9]","Summer","60",63
"Kluskus","(6,9]","Summer","90",35
"Kluskus","(6,9]","Summer","120",37
"Kluskus","(6,9]","Summer","150",78
"Kluskus","(6,9]","Summer","180",101
"Kluskus","(6,9]","Summer","210",412
"Kluskus","(6,9]","Summer","240",1030
"Kluskus","(6,9]","Summer","270",397
"Kluskus","(6,9]","Summer","300",89
"Kluskus","(6,9]","Summer","330",154
"Kluskus","(6,9]","Winter","0",379
"Kluskus","(6,9]","Winter","30",163
"Kluskus","(6,9]","Winter","60",34
"Kluskus","(6,9]","Winter","90",19
"Kluskus","(6,9]","Winter","120",34
"Kluskus","(6,9]","Winter","150",251
"Kluskus","(6,9]","Winter","180",273
"Kluskus","(6,9]","Winter","210",779
"Kluskus","(6,9]","Winter","240",769
"Kluskus","(6,9]","Winter","270",204
"Kluskus","(6,9]","Winter","300",81
"Kluskus","(6,9]","Winter","330",60
"Kluskus","(3,6]","Summer","0",695
"Kluskus","(3,6]","Summer","30",278
"Kluskus","(3,6]","Summer","60",182
"Kluskus","(3,6]","Summer","90",131
"Kluskus","(3,6]","Summer","120",159
"Kluskus","(3,6]","Summer","150",215
"Kluskus","(3,6]","Summer","180",218
"Kluskus","(3,6]","Summer","210",630
"Kluskus","(3,6]","Summer","240",1253
"Kluskus","(3,6]","Summer","270",748
"Kluskus","(3,6]","Summer","300",365
"Kluskus","(3,6]","Summer","330",448
"Kluskus","(3,6]","Winter","0",575
"Kluskus","(3,6]","Winter","30",283
"Kluskus","(3,6]","Winter","60",223
"Kluskus","(3,6]","Winter","90",179
"Kluskus","(3,6]","Winter","120",256
"Kluskus","(3,6]","Winter","150",579
"Kluskus","(3,6]","Winter","180",468
"Kluskus","(3,6]","Winter","210",653
"Kluskus","(3,6]","Winter","240",711
"Kluskus","(3,6]","Winter","270",365
"Kluskus","(3,6]","Winter","300",157
"Kluskus","(3,6]","Winter","330",170
"Kluskus","(-Inf,3]","Summer","0",1973
"Kluskus","(-Inf,3]","Summer","30",1074
"Kluskus","(-Inf,3]","Summer","60",657
"Kluskus","(-Inf,3]","Summer","90",564
"Kluskus","(-Inf,3]","Summer","120",642
"Kluskus","(-Inf,3]","Summer","150",760
"Kluskus","(-Inf,3]","Summer","180",800
"Kluskus","(-Inf,3]","Summer","210",1353
"Kluskus","(-Inf,3]","Summer","240",1593
"Kluskus","(-Inf,3]","Summer","270",1222
"Kluskus","(-Inf,3]","Summer","300",1283
"Kluskus","(-Inf,3]","Summer","330",1825
"Kluskus","(-Inf,3]","Winter","0",2264
"Kluskus","(-Inf,3]","Winter","30",1433
"Kluskus","(-Inf,3]","Winter","60",1334
"Kluskus","(-Inf,3]","Winter","90",1705
"Kluskus","(-Inf,3]","Winter","120",2500
"Kluskus","(-Inf,3]","Winter","150",2598
"Kluskus","(-Inf,3]","Winter","180",1800
"Kluskus","(-Inf,3]","Winter","210",2048
"Kluskus","(-Inf,3]","Winter","240",1690
"Kluskus","(-Inf,3]","Winter","270",1081
"Kluskus","(-Inf,3]","Winter","300",1053
"Kluskus","(-Inf,3]","Winter","330",1406
"MacJxn","(9, Inf]","Summer","0",240
"MacJxn","(9, Inf]","Summer","30",209
"MacJxn","(9, Inf]","Summer","60",352
"MacJxn","(9, Inf]","Summer","90",466
"MacJxn","(9, Inf]","Summer","120",604
"MacJxn","(9, Inf]","Summer","150",975
"MacJxn","(9, Inf]","Summer","180",333
"MacJxn","(9, Inf]","Summer","210",202
"MacJxn","(9, Inf]","Summer","240",189
"MacJxn","(9, Inf]","Summer","270",375
"MacJxn","(9, Inf]","Summer","300",271
"MacJxn","(9, Inf]","Summer","330",133
"MacJxn","(9, Inf]","Winter","0",169
"MacJxn","(9, Inf]","Winter","30",77
"MacJxn","(9, Inf]","Winter","60",844
"MacJxn","(9, Inf]","Winter","90",881
"MacJxn","(9, Inf]","Winter","120",449
"MacJxn","(9, Inf]","Winter","150",581
"MacJxn","(9, Inf]","Winter","180",143
"MacJxn","(9, Inf]","Winter","210",89
"MacJxn","(9, Inf]","Winter","240",158
"MacJxn","(9, Inf]","Winter","270",1007
"MacJxn","(9, Inf]","Winter","300",484
"MacJxn","(9, Inf]","Winter","330",192
"MacJxn","(6,9]","Summer","0",224
"MacJxn","(6,9]","Summer","30",212
"MacJxn","(6,9]","Summer","60",1148
"MacJxn","(6,9]","Summer","90",1812
"MacJxn","(6,9]","Summer","120",1061
"MacJxn","(6,9]","Summer","150",1207
"MacJxn","(6,9]","Summer","180",638
"MacJxn","(6,9]","Summer","210",401
"MacJxn","(6,9]","Summer","240",506
"MacJxn","(6,9]","Summer","270",955
"MacJxn","(6,9]","Summer","300",481
"MacJxn","(6,9]","Summer","330",190
"MacJxn","(6,9]","Winter","0",119
"MacJxn","(6,9]","Winter","30",94
"MacJxn","(6,9]","Winter","60",1899
"MacJxn","(6,9]","Winter","90",2676
"MacJxn","(6,9]","Winter","120",903
"MacJxn","(6,9]","Winter","150",648
"MacJxn","(6,9]","Winter","180",225
"MacJxn","(6,9]","Winter","210",142
"MacJxn","(6,9]","Winter","240",364
"MacJxn","(6,9]","Winter","270",1280
"MacJxn","(6,9]","Winter","300",601
"MacJxn","(6,9]","Winter","330",203
"MacJxn","(3,6]","Summer","0",242
"MacJxn","(3,6]","Summer","30",238
"MacJxn","(3,6]","Summer","60",1481
"MacJxn","(3,6]","Summer","90",3467
"MacJxn","(3,6]","Summer","120",1518
"MacJxn","(3,6]","Summer","150",1033
"MacJxn","(3,6]","Summer","180",716
"MacJxn","(3,6]","Summer","210",558
"MacJxn","(3,6]","Summer","240",674
"MacJxn","(3,6]","Summer","270",922
"MacJxn","(3,6]","Summer","300",662
"MacJxn","(3,6]","Summer","330",222
"MacJxn","(3,6]","Winter","0",103
"MacJxn","(3,6]","Winter","30",103
"MacJxn","(3,6]","Winter","60",1699
"MacJxn","(3,6]","Winter","90",4296
"MacJxn","(3,6]","Winter","120",1556
"MacJxn","(3,6]","Winter","150",607
"MacJxn","(3,6]","Winter","180",398
"MacJxn","(3,6]","Winter","210",239
"MacJxn","(3,6]","Winter","240",723
"MacJxn","(3,6]","Winter","270",1282
"MacJxn","(3,6]","Winter","300",591
"MacJxn","(3,6]","Winter","330",195
"MacJxn","(-Inf,3]","Summer","0",613
"MacJxn","(-Inf,3]","Summer","30",948
"MacJxn","(-Inf,3]","Summer","60",2675
"MacJxn","(-Inf,3]","Summer","90",4999
"MacJxn","(-Inf,3]","Summer","120",2187
"MacJxn","(-Inf,3]","Summer","150",1032
"MacJxn","(-Inf,3]","Summer","180",667
"MacJxn","(-Inf,3]","Summer","210",585
"MacJxn","(-Inf,3]","Summer","240",763
"MacJxn","(-Inf,3]","Summer","270",1071
"MacJxn","(-Inf,3]","Summer","300",772
"MacJxn","(-Inf,3]","Summer","330",447
"MacJxn","(-Inf,3]","Winter","0",560
"MacJxn","(-Inf,3]","Winter","30",926
"MacJxn","(-Inf,3]","Winter","60",3229
"MacJxn","(-Inf,3]","Winter","90",6927
"MacJxn","(-Inf,3]","Winter","120",3966
"MacJxn","(-Inf,3]","Winter","150",1730
"MacJxn","(-Inf,3]","Winter","180",1315
"MacJxn","(-Inf,3]","Winter","210",1332
"MacJxn","(-Inf,3]","Winter","240",2564
"MacJxn","(-Inf,3]","Winter","270",3258
"MacJxn","(-Inf,3]","Winter","300",1226
"MacJxn","(-Inf,3]","Winter","330",635
"McDonnel","(9, Inf]","Summer","210",1
"McDonnel","(9, Inf]","Summer","240",1
"McDonnel","(6,9]","Summer","210",4
"McDonnel","(3,6]","Summer","120",1
"McDonnel","(3,6]","Summer","150",1
"McDonnel","(3,6]","Summer","180",13
"McDonnel","(3,6]","Summer","210",34
"McDonnel","(3,6]","Summer","240",35
"McDonnel","(3,6]","Summer","270",48
"McDonnel","(3,6]","Summer","300",8
"McDonnel","(3,6]","Summer","330",6
"McDonnel","(-Inf,3]","Summer","0",13
"McDonnel","(-Inf,3]","Summer","30",17
"McDonnel","(-Inf,3]","Summer","60",22
"McDonnel","(-Inf,3]","Summer","90",39
"McDonnel","(-Inf,3]","Summer","120",39
"McDonnel","(-Inf,3]","Summer","150",80
"McDonnel","(-Inf,3]","Summer","180",355
"McDonnel","(-Inf,3]","Summer","210",252
"McDonnel","(-Inf,3]","Summer","240",144
"McDonnel","(-Inf,3]","Summer","270",127
"McDonnel","(-Inf,3]","Summer","300",73
"McDonnel","(-Inf,3]","Summer","330",44
"Middlefork","(9, Inf]","Summer","0",9
"Middlefork","(9, Inf]","Summer","30",15
"Middlefork","(9, Inf]","Summer","60",98
"Middlefork","(9, Inf]","Summer","90",1352
"Middlefork","(9, Inf]","Summer","120",464
"Middlefork","(9, Inf]","Summer","150",80
"Middlefork","(9, Inf]","Summer","180",122
"Middlefork","(9, Inf]","Summer","210",352
"Middlefork","(9, Inf]","Summer","240",606
"Middlefork","(9, Inf]","Summer","270",1293
"Middlefork","(9, Inf]","Summer","300",754
"Middlefork","(9, Inf]","Summer","330",130
"Middlefork","(9, Inf]","Winter","0",3
"Middlefork","(9, Inf]","Winter","30",3
"Middlefork","(9, Inf]","Winter","60",306
"Middlefork","(9, Inf]","Winter","90",2902
"Middlefork","(9, Inf]","Winter","120",955
"Middlefork","(9, Inf]","Winter","150",128
"Middlefork","(9, Inf]","Winter","180",106
"Middlefork","(9, Inf]","Winter","210",223
"Middlefork","(9, Inf]","Winter","240",453
"Middlefork","(9, Inf]","Winter","270",2297
"Middlefork","(9, Inf]","Winter","300",1547
"Middlefork","(9, Inf]","Winter","330",317
"Middlefork","(6,9]","Summer","0",86
"Middlefork","(6,9]","Summer","30",128
"Middlefork","(6,9]","Summer","60",574
"Middlefork","(6,9]","Summer","90",1609
"Middlefork","(6,9]","Summer","120",581
"Middlefork","(6,9]","Summer","150",217
"Middlefork","(6,9]","Summer","180",224
"Middlefork","(6,9]","Summer","210",399
"Middlefork","(6,9]","Summer","240",489
"Middlefork","(6,9]","Summer","270",1399
"Middlefork","(6,9]","Summer","300",1157
"Middlefork","(6,9]","Summer","330",325
"Middlefork","(6,9]","Winter","0",27
"Middlefork","(6,9]","Winter","30",60
"Middlefork","(6,9]","Winter","60",570
"Middlefork","(6,9]","Winter","90",2238
"Middlefork","(6,9]","Winter","120",776
"Middlefork","(6,9]","Winter","150",185
"Middlefork","(6,9]","Winter","180",153
"Middlefork","(6,9]","Winter","210",225
"Middlefork","(6,9]","Winter","240",252
"Middlefork","(6,9]","Winter","270",1631
"Middlefork","(6,9]","Winter","300",1380
"Middlefork","(6,9]","Winter","330",261
"Middlefork","(3,6]","Summer","0",273
"Middlefork","(3,6]","Summer","30",322
"Middlefork","(3,6]","Summer","60",895
"Middlefork","(3,6]","Summer","90",1326
"Middlefork","(3,6]","Summer","120",1051
"Middlefork","(3,6]","Summer","150",344
"Middlefork","(3,6]","Summer","180",260
"Middlefork","(3,6]","Summer","210",310
"Middlefork","(3,6]","Summer","240",506
"Middlefork","(3,6]","Summer","270",1350
"Middlefork","(3,6]","Summer","300",1411
"Middlefork","(3,6]","Summer","330",793
"Middlefork","(3,6]","Winter","0",145
"Middlefork","(3,6]","Winter","30",185
"Middlefork","(3,6]","Winter","60",920
"Middlefork","(3,6]","Winter","90",1814
"Middlefork","(3,6]","Winter","120",1363
"Middlefork","(3,6]","Winter","150",327
"Middlefork","(3,6]","Winter","180",172
"Middlefork","(3,6]","Winter","210",197
"Middlefork","(3,6]","Winter","240",311
"Middlefork","(3,6]","Winter","270",1620
"Middlefork","(3,6]","Winter","300",1847
"Middlefork","(3,6]","Winter","330",628
"Middlefork","(-Inf,3]","Summer","0",1505
"Middlefork","(-Inf,3]","Summer","30",1132
"Middlefork","(-Inf,3]","Summer","60",1713
"Middlefork","(-Inf,3]","Summer","90",1820
"Middlefork","(-Inf,3]","Summer","120",1550
"Middlefork","(-Inf,3]","Summer","150",509
"Middlefork","(-Inf,3]","Summer","180",288
"Middlefork","(-Inf,3]","Summer","210",482
"Middlefork","(-Inf,3]","Summer","240",1189
"Middlefork","(-Inf,3]","Summer","270",3621
"Middlefork","(-Inf,3]","Summer","300",4993
"Middlefork","(-Inf,3]","Summer","330",2905
"Middlefork","(-Inf,3]","Winter","0",1645
"Middlefork","(-Inf,3]","Winter","30",1106
"Middlefork","(-Inf,3]","Winter","60",2904
"Middlefork","(-Inf,3]","Winter","90",3714
"Middlefork","(-Inf,3]","Winter","120",2423
"Middlefork","(-Inf,3]","Winter","150",714
"Middlefork","(-Inf,3]","Winter","180",369
"Middlefork","(-Inf,3]","Winter","210",494
"Middlefork","(-Inf,3]","Winter","240",1646
"Middlefork","(-Inf,3]","Winter","270",7511
"Middlefork","(-Inf,3]","Winter","300",9567
"Middlefork","(-Inf,3]","Winter","330",4356
"NondaWx","(9, Inf]","Summer","0",225
"NondaWx","(9, Inf]","Summer","30",180
"NondaWx","(9, Inf]","Summer","60",746
"NondaWx","(9, Inf]","Summer","90",626
"NondaWx","(9, Inf]","Summer","120",916
"NondaWx","(9, Inf]","Summer","150",1756
"NondaWx","(9, Inf]","Summer","180",928
"NondaWx","(9, Inf]","Summer","210",1576
"NondaWx","(9, Inf]","Summer","240",5324
"NondaWx","(9, Inf]","Summer","270",4504
"NondaWx","(9, Inf]","Summer","300",839
"NondaWx","(9, Inf]","Summer","330",1224
"NondaWx","(9, Inf]","Winter","0",101
"NondaWx","(9, Inf]","Winter","30",69
"NondaWx","(9, Inf]","Winter","60",288
"NondaWx","(9, Inf]","Winter","90",297
"NondaWx","(9, Inf]","Winter","120",1016
"NondaWx","(9, Inf]","Winter","150",3367
"NondaWx","(9, Inf]","Winter","180",2074
"NondaWx","(9, Inf]","Winter","210",4496
"NondaWx","(9, Inf]","Winter","240",8079
"NondaWx","(9, Inf]","Winter","270",3558
"NondaWx","(9, Inf]","Winter","300",624
"NondaWx","(9, Inf]","Winter","330",1093
"NondaWx","(6,9]","Summer","0",138
"NondaWx","(6,9]","Summer","30",138
"NondaWx","(6,9]","Summer","60",142
"NondaWx","(6,9]","Summer","90",160
"NondaWx","(6,9]","Summer","120",249
"NondaWx","(6,9]","Summer","150",559
"NondaWx","(6,9]","Summer","180",286
"NondaWx","(6,9]","Summer","210",194
"NondaWx","(6,9]","Summer","240",259
"NondaWx","(6,9]","Summer","270",229
"NondaWx","(6,9]","Summer","300",146
"NondaWx","(6,9]","Summer","330",174
"NondaWx","(6,9]","Winter","0",61
"NondaWx","(6,9]","Winter","30",51
"NondaWx","(6,9]","Winter","60",61
"NondaWx","(6,9]","Winter","90",85
"NondaWx","(6,9]","Winter","120",319
"NondaWx","(6,9]","Winter","150",981
"NondaWx","(6,9]","Winter","180",447
"NondaWx","(6,9]","Winter","210",288
"NondaWx","(6,9]","Winter","240",379
"NondaWx","(6,9]","Winter","270",267
"NondaWx","(6,9]","Winter","300",165
"NondaWx","(6,9]","Winter","330",224
"NondaWx","(3,6]","Summer","0",81
"NondaWx","(3,6]","Summer","30",97
"NondaWx","(3,6]","Summer","60",108
"NondaWx","(3,6]","Summer","90",93
"NondaWx","(3,6]","Summer","120",126
"NondaWx","(3,6]","Summer","150",269
"NondaWx","(3,6]","Summer","180",175
"NondaWx","(3,6]","Summer","210",105
"NondaWx","(3,6]","Summer","240",162
"NondaWx","(3,6]","Summer","270",196
"NondaWx","(3,6]","Summer","300",93
"NondaWx","(3,6]","Summer","330",105
"NondaWx","(3,6]","Winter","0",66
"NondaWx","(3,6]","Winter","30",47
"NondaWx","(3,6]","Winter","60",65
"NondaWx","(3,6]","Winter","90",84
"NondaWx","(3,6]","Winter","120",226
"NondaWx","(3,6]","Winter","150",564
"NondaWx","(3,6]","Winter","180",276
"NondaWx","(3,6]","Winter","210",201
"NondaWx","(3,6]","Winter","240",316
"NondaWx","(3,6]","Winter","270",204
"NondaWx","(3,6]","Winter","300",120
"NondaWx","(3,6]","Winter","330",147
"NondaWx","(-Inf,3]","Summer","0",58
"NondaWx","(-Inf,3]","Summer","30",93
"NondaWx","(-Inf,3]","Summer","60",117
"NondaWx","(-Inf,3]","Summer","90",80
"NondaWx","(-Inf,3]","Summer","120",167
"NondaWx","(-Inf,3]","Summer","150",362
"NondaWx","(-Inf,3]","Summer","180",138
"NondaWx","(-Inf,3]","Summer","210",136
"NondaWx","(-Inf,3]","Summer","240",301
"NondaWx","(-Inf,3]","Summer","270",306
"NondaWx","(-Inf,3]","Summer","300",150
"NondaWx","(-Inf,3]","Summer","330",187
"NondaWx","(-Inf,3]","Winter","0",95
"NondaWx","(-Inf,3]","Winter","30",101
"NondaWx","(-Inf,3]","Winter","60",127
"NondaWx","(-Inf,3]","Winter","90",147
"NondaWx","(-Inf,3]","Winter","120",497
"NondaWx","(-Inf,3]","Winter","150",1275
"NondaWx","(-Inf,3]","Winter","180",354
"NondaWx","(-Inf,3]","Winter","210",386
"NondaWx","(-Inf,3]","Winter","240",501
"NondaWx","(-Inf,3]","Winter","270",289
"NondaWx","(-Inf,3]","Winter","300",210
"NondaWx","(-Inf,3]","Winter","330",273
"PinkMtnWx","(9, Inf]","Summer","0",842
"PinkMtnWx","(9, Inf]","Summer","30",1063
"PinkMtnWx","(9, Inf]","Summer","60",1024
"PinkMtnWx","(9, Inf]","Summer","90",806
"PinkMtnWx","(9, Inf]","Summer","120",811
"PinkMtnWx","(9, Inf]","Summer","150",436
"PinkMtnWx","(9, Inf]","Summer","180",525
"PinkMtnWx","(9, Inf]","Summer","210",2015
"PinkMtnWx","(9, Inf]","Summer","240",3565
"PinkMtnWx","(9, Inf]","Summer","270",1355
"PinkMtnWx","(9, Inf]","Summer","300",727
"PinkMtnWx","(9, Inf]","Summer","330",790
"PinkMtnWx","(9, Inf]","Winter","0",1046
"PinkMtnWx","(9, Inf]","Winter","30",1098
"PinkMtnWx","(9, Inf]","Winter","60",853
"PinkMtnWx","(9, Inf]","Winter","90",449
"PinkMtnWx","(9, Inf]","Winter","120",366
"PinkMtnWx","(9, Inf]","Winter","150",481
"PinkMtnWx","(9, Inf]","Winter","180",762
"PinkMtnWx","(9, Inf]","Winter","210",2965
"PinkMtnWx","(9, Inf]","Winter","240",5301
"PinkMtnWx","(9, Inf]","Winter","270",1736
"PinkMtnWx","(9, Inf]","Winter","300",840
"PinkMtnWx","(9, Inf]","Winter","330",1162
"PinkMtnWx","(6,9]","Summer","0",128
"PinkMtnWx","(6,9]","Summer","30",188
"PinkMtnWx","(6,9]","Summer","60",172
"PinkMtnWx","(6,9]","Summer","90",136
"PinkMtnWx","(6,9]","Summer","120",113
"PinkMtnWx","(6,9]","Summer","150",74
"PinkMtnWx","(6,9]","Summer","180",91
"PinkMtnWx","(6,9]","Summer","210",211
"PinkMtnWx","(6,9]","Summer","240",339
"PinkMtnWx","(6,9]","Summer","270",228
"PinkMtnWx","(6,9]","Summer","300",82
"PinkMtnWx","(6,9]","Summer","330",83
"PinkMtnWx","(6,9]","Winter","0",101
"PinkMtnWx","(6,9]","Winter","30",102
"PinkMtnWx","(6,9]","Winter","60",136
"PinkMtnWx","(6,9]","Winter","90",84
"PinkMtnWx","(6,9]","Winter","120",63
"PinkMtnWx","(6,9]","Winter","150",81
"PinkMtnWx","(6,9]","Winter","180",58
"PinkMtnWx","(6,9]","Winter","210",152
"PinkMtnWx","(6,9]","Winter","240",287
"PinkMtnWx","(6,9]","Winter","270",211
"PinkMtnWx","(6,9]","Winter","300",92
"PinkMtnWx","(6,9]","Winter","330",79
"PinkMtnWx","(3,6]","Summer","0",57
"PinkMtnWx","(3,6]","Summer","30",81
"PinkMtnWx","(3,6]","Summer","60",93
"PinkMtnWx","(3,6]","Summer","90",58
"PinkMtnWx","(3,6]","Summer","120",51
"PinkMtnWx","(3,6]","Summer","150",44
"PinkMtnWx","(3,6]","Summer","180",46
"PinkMtnWx","(3,6]","Summer","210",101
"PinkMtnWx","(3,6]","Summer","240",149
"PinkMtnWx","(3,6]","Summer","270",128
"PinkMtnWx","(3,6]","Summer","300",67
"PinkMtnWx","(3,6]","Summer","330",49
"PinkMtnWx","(3,6]","Winter","0",55
"PinkMtnWx","(3,6]","Winter","30",63
"PinkMtnWx","(3,6]","Winter","60",69
"PinkMtnWx","(3,6]","Winter","90",59
"PinkMtnWx","(3,6]","Winter","120",55
"PinkMtnWx","(3,6]","Winter","150",54
"PinkMtnWx","(3,6]","Winter","180",72
"PinkMtnWx","(3,6]","Winter","210",108
"PinkMtnWx","(3,6]","Winter","240",188
"PinkMtnWx","(3,6]","Winter","270",170
"PinkMtnWx","(3,6]","Winter","300",95
"PinkMtnWx","(3,6]","Winter","330",71
"PinkMtnWx","(-Inf,3]","Summer","0",38
"PinkMtnWx","(-Inf,3]","Summer","30",68
"PinkMtnWx","(-Inf,3]","Summer","60",20
"PinkMtnWx","(-Inf,3]","Summer","90",13
"PinkMtnWx","(-Inf,3]","Summer","120",24
"PinkMtnWx","(-Inf,3]","Summer","150",22
"PinkMtnWx","(-Inf,3]","Summer","180",18
"PinkMtnWx","(-Inf,3]","Summer","210",37
"PinkMtnWx","(-Inf,3]","Summer","240",54
"PinkMtnWx","(-Inf,3]","Summer","270",55
"PinkMtnWx","(-Inf,3]","Summer","300",36
"PinkMtnWx","(-Inf,3]","Summer","330",35
"PinkMtnWx","(-Inf,3]","Winter","0",82
"PinkMtnWx","(-Inf,3]","Winter","30",49
"PinkMtnWx","(-Inf,3]","Winter","60",41
"PinkMtnWx","(-Inf,3]","Winter","90",32
"PinkMtnWx","(-Inf,3]","Winter","120",37
"PinkMtnWx","(-Inf,3]","Winter","150",40
"PinkMtnWx","(-Inf,3]","Winter","180",65
"PinkMtnWx","(-Inf,3]","Winter","210",98
"PinkMtnWx","(-Inf,3]","Winter","240",130
"PinkMtnWx","(-Inf,3]","Winter","270",110
"PinkMtnWx","(-Inf,3]","Winter","300",64
"PinkMtnWx","(-Inf,3]","Winter","330",64
"SaxtonLakeWx","(9, Inf]","Summer","0",6
"SaxtonLakeWx","(9, Inf]","Summer","30",16
"SaxtonLakeWx","(9, Inf]","Summer","60",911
"SaxtonLakeWx","(9, Inf]","Summer","90",4753
"SaxtonLakeWx","(9, Inf]","Summer","120",511
"SaxtonLakeWx","(9, Inf]","Summer","150",101
"SaxtonLakeWx","(9, Inf]","Summer","180",6
"SaxtonLakeWx","(9, Inf]","Summer","210",13
"SaxtonLakeWx","(9, Inf]","Summer","240",198
"SaxtonLakeWx","(9, Inf]","Summer","270",3586
"SaxtonLakeWx","(9, Inf]","Summer","300",636
"SaxtonLakeWx","(9, Inf]","Summer","330",57
"SaxtonLakeWx","(9, Inf]","Winter","0",34
"SaxtonLakeWx","(9, Inf]","Winter","30",103
"SaxtonLakeWx","(9, Inf]","Winter","60",612
"SaxtonLakeWx","(9, Inf]","Winter","90",2154
"SaxtonLakeWx","(9, Inf]","Winter","120",1803
"SaxtonLakeWx","(9, Inf]","Winter","150",936
"SaxtonLakeWx","(9, Inf]","Winter","180",33
"SaxtonLakeWx","(9, Inf]","Winter","210",35
"SaxtonLakeWx","(9, Inf]","Winter","240",271
"SaxtonLakeWx","(9, Inf]","Winter","270",2418
"SaxtonLakeWx","(9, Inf]","Winter","300",2246
"SaxtonLakeWx","(9, Inf]","Winter","330",661
"SaxtonLakeWx","(6,9]","Summer","0",74
"SaxtonLakeWx","(6,9]","Summer","30",98
"SaxtonLakeWx","(6,9]","Summer","60",1338
"SaxtonLakeWx","(6,9]","Summer","90",3050
"SaxtonLakeWx","(6,9]","Summer","120",1121
"SaxtonLakeWx","(6,9]","Summer","150",188
"SaxtonLakeWx","(6,9]","Summer","180",72
"SaxtonLakeWx","(6,9]","Summer","210",95
"SaxtonLakeWx","(6,9]","Summer","240",669
"SaxtonLakeWx","(6,9]","Summer","270",2346
"SaxtonLakeWx","(6,9]","Summer","300",1073
"SaxtonLakeWx","(6,9]","Summer","330",194
"SaxtonLakeWx","(6,9]","Winter","0",135
"SaxtonLakeWx","(6,9]","Winter","30",188
"SaxtonLakeWx","(6,9]","Winter","60",669
