"Site","years","annual","Temp_avg","Temp_min","Temp_max","Rain_sum","Pressure_avg","RH_avg","DP_avg","WS_avg","WD_avg","GS_max","SR_avg","WC_avg_15cm","WC_avg_5cm","WC_avg_30cm","ST_avg","W_avg","SD_avg"
"Nonda","2021","min",-23.58,-26.31,-Inf,0,790.97,19.34,-25.53,0,270.78,0,4.77,Inf,Inf,Inf,Inf,Inf,Inf
"Nonda","2021","obs_na",75,0,0,0,0,75,75,0,0,0,0,181,181,181,181,181,181
"Nonda","2022","mean",-1.62,Inf,-Inf,0.94,822.98,70.5,-7,5.7,18.85,16.15,132.98,NA,NA,NA,NA,NA,NA
"Nonda","2022","max",17.64,Inf,22.15,58.6,848.53,95.72,11.02,18.73,89.97,40.93,419.94,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Nonda","2022","min",-34.96,-36.51,-Inf,0,794.04,10.33,-37.68,0,271.31,0.19,6.65,Inf,Inf,Inf,Inf,Inf,Inf
"Nonda","2022","obs_na",223,0,0,0,0,223,223,0,0,0,0,365,365,365,365,365,365
"Nonda","2023","mean",0.11,-2.63,3.1,0.6,821.05,70.26,-5.19,5.74,16.68,-Inf,127,NA,NA,NA,NA,NA,NA
"Nonda","2023","max",20.13,16.61,24.7,20.6,839.2,99.72,10.94,16.38,88.97,41.71,371.4,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Nonda","2023","min",-27.47,-30.9,-21.87,0,795.5,26.95,-29.29,0.51,270.73,-Inf,6.29,Inf,Inf,Inf,Inf,Inf,Inf
"Nonda","2023","obs_na",0,0,0,18,18,0,0,18,18,0,0,365,365,365,365,365,365
"Nonda","2024","mean",-13.01,-16.9,-8.84,0,817.83,78.3,-16.12,2.87,18.75,9.66,16.27,NA,NA,NA,NA,NA,NA
"Nonda","2024","max",-8.8,-10.55,-6.64,0,824,89.29,-12.41,5.42,79.65,16.18,21.49,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Nonda","2024","min",-21.1,-29.19,-12.71,0,811.97,67.47,-23.11,0.96,330.2,3.12,9.88,Inf,Inf,Inf,Inf,Inf,Inf
"Nonda","2024","obs_na",0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7
"North Fraser","2021","mean",13.2,Inf,-Inf,NA,NA,73.83,NA,0.89,335.55,-Inf,NA,0.39,0.27,0.44,7.82,NA,NA
"North Fraser","2021","max",29.07,Inf,37.97,-Inf,-Inf,97.87,-Inf,1.71,89.68,-Inf,-Inf,0.51,0.53,0.51,16.25,-Inf,-Inf
"North Fraser","2021","min",0.17,-3.84,-Inf,Inf,Inf,44.56,Inf,0.34,271.04,-Inf,Inf,0.21,0.16,0.25,1.09,Inf,Inf
"North Fraser","2021","obs_na",73,0,0,200,200,73,200,73,73,0,200,38,38,38,38,200,200
"North Fraser","2022","mean",15.08,Inf,-Inf,1.08,NA,69.63,NA,0.97,338.94,-Inf,NA,0.35,0.3,0.41,6.41,NA,NA
"North Fraser","2022","max",23.31,Inf,32.55,29.81,-Inf,95.25,-Inf,2.32,87.87,-Inf,-Inf,0.51,0.56,0.51,16.76,-Inf,-Inf
"North Fraser","2022","min",7.32,-2.17,-Inf,0,Inf,42.63,Inf,0.61,270.22,-Inf,Inf,0.16,0.14,0.22,-0.36,Inf,Inf
"North Fraser","2022","obs_na",252,0,0,333,365,252,365,252,252,0,365,0,6,0,4,365,365
"North Fraser","2023","mean",14.31,Inf,-Inf,1.28,NA,70.92,NA,0.69,321.88,-Inf,NA,0.36,0.28,0.37,6.85,NA,NA
"North Fraser","2023","max",22.11,Inf,32.37,14.8,-Inf,98.13,-Inf,1.59,84.72,-Inf,-Inf,0.51,0.56,0.51,16.03,-Inf,-Inf
"North Fraser","2023","min",4.13,-1.89,-Inf,0,Inf,31.15,Inf,0.36,270.72,-Inf,Inf,0.16,0.15,0.2,-0.11,Inf,Inf
"North Fraser","2023","obs_na",135,0,0,152,260,135,260,135,135,0,260,70,72,17,17,260,260
"Northern Dancer","2017","mean",-7.26,-9.24,-5.26,0.43,NA,82.68,-9.95,2.51,NA,10.77,38.09,NA,NA,NA,NA,NA,NA
"Northern Dancer","2017","max",7.52,5.69,9.73,12.2,-Inf,96.18,5.48,10,-Inf,25.16,160.67,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Northern Dancer","2017","min",-24.28,-25.44,-22.42,0,Inf,27.62,-31.28,0,Inf,0,3.68,Inf,Inf,Inf,Inf,Inf,Inf
"Northern Dancer","2017","obs_na",0,0,0,0,103,0,0,0,103,0,0,103,103,103,103,103,103
"Northern Dancer","2018","mean",-2.54,-5.15,0.41,0.94,NA,77.63,-6.26,2.22,NA,9.95,155.29,NA,NA,NA,NA,NA,NA
"Northern Dancer","2018","max",17.19,15.37,22.23,23.4,-Inf,95.99,9.3,8.77,-Inf,23.65,400.46,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Northern Dancer","2018","min",-28.7,-30.76,-26.49,0,Inf,37.19,-31.18,0,Inf,0,4.88,Inf,Inf,Inf,Inf,Inf,Inf
"Northern Dancer","2018","obs_na",0,0,0,0,229,0,0,149,229,149,0,229,229,229,229,229,229
"Pink Mountain","2008","mean",-5.21,-7.76,-2.21,0.19,812.69,71.72,-10.06,4.75,8.89,-Inf,59.54,NA,NA,NA,NA,NA,NA
"Pink Mountain","2008","max",13.91,12.16,17.52,4.6,826.85,98.57,4.91,5.72,67.98,22.45,208.27,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Pink Mountain","2008","min",-30.27,-31.29,-25.18,0,792.4,13.33,-34.76,2.74,318.05,-Inf,6.91,Inf,Inf,Inf,Inf,Inf,Inf
"Pink Mountain","2008","obs_na",0,0,0,0,0,0,0,105,105,0,0,114,114,114,114,114,114
"Pink Mountain","2009","mean",-2.89,Inf,-Inf,0.69,814.91,71.41,-8.04,5.07,349.7,-Inf,133.43,NA,NA,NA,NA,NA,NA
"Pink Mountain","2009","max",20.46,Inf,24.79,31.4,835.8,100,10.32,7.46,48.13,27.65,370.72,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Pink Mountain","2009","min",-30.35,-33.73,-Inf,0,788.45,15.83,-33.86,2.29,282.95,-Inf,9.15,Inf,Inf,Inf,Inf,Inf,Inf
"Pink Mountain","2009","obs_na",9,0,0,0,0,9,9,334,334,0,0,365,365,365,365,365,365
"Pink Mountain","2010","mean",-8.44,Inf,-Inf,1.14,813.91,75.53,-12.45,NA,NA,-Inf,130.6,NA,NA,NA,NA,NA,NA
"Pink Mountain","2010","max",5.48,Inf,7.43,40.4,832.05,100,-2.02,-Inf,-Inf,-Inf,380.78,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Pink Mountain","2010","min",-26.23,-31.29,-Inf,0,787.07,23.15,-30.73,Inf,Inf,-Inf,5.98,Inf,Inf,Inf,Inf,Inf,Inf
"Pink Mountain","2010","obs_na",199,0,0,87,0,199,199,365,365,0,0,365,365,365,365,365,365
"Pink Mountain","2011","mean",-10.5,Inf,-Inf,0.16,812.93,76.42,-14.05,6.19,NA,-Inf,129.86,NA,NA,NA,NA,NA,NA
"Pink Mountain","2011","max",7.04,Inf,11.56,7,827.9,96.41,2.11,10.82,-Inf,34.64,369.11,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Pink Mountain","2011","min",-36.65,-37.96,-Inf,0,788.6,25.75,-40.77,0.51,Inf,-Inf,8.68,Inf,Inf,Inf,Inf,Inf,Inf
"Pink Mountain","2011","obs_na",190,0,0,258,0,189,190,258,365,0,0,365,365,365,365,365,365
"Pink Mountain","2012","mean",-2.04,-4.78,0.83,0.97,813.76,72.68,-6.81,4.62,NA,14.67,146.99,NA,NA,NA,NA,NA,NA
"Pink Mountain","2012","max",18.07,15.99,21.41,35.4,829.75,99.65,10.27,10.93,-Inf,31.22,387.02,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Pink Mountain","2012","min",-34.95,-36.51,-32.37,0,787.1,29.6,-37.98,0,Inf,0,7.58,Inf,Inf,Inf,Inf,Inf,Inf
"Pink Mountain","2012","obs_na",0,0,0,0,0,0,0,0,354,0,0,354,354,354,354,354,354
"Pink Mountain","2013","mean",-5.43,-8.63,-2.3,0.34,814.43,76.14,-9.34,4.67,NA,15.39,62.14,NA,NA,NA,NA,NA,NA
"Pink Mountain","2013","max",17.6,11.93,20.84,13.4,832.01,97.06,5.53,12.02,-Inf,31.98,266.86,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Pink Mountain","2013","min",-28.02,-29.45,-26.97,0,796.13,33.59,-30.5,0,Inf,0,5.4,Inf,Inf,Inf,Inf,Inf,Inf
"Pink Mountain","2013","obs_na",0,0,0,0,0,0,0,0,111,0,0,111,111,111,111,111,111
"Pink Mountain","2014","mean",-1.35,-4.27,1.64,0.36,815.45,70.22,-6.76,4.5,NA,14.5,143.12,NA,NA,NA,NA,NA,NA
"Pink Mountain","2014","max",21.64,19.22,25.48,17.8,833.69,99.8,8.42,14.13,-Inf,36.17,409.16,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Pink Mountain","2014","min",-28.53,-30.76,-26.79,0,788.82,16.64,-35.41,0,Inf,0,6.91,Inf,Inf,Inf,Inf,Inf,Inf
"Pink Mountain","2014","obs_na",0,0,0,0,182,0,0,0,365,0,0,365,365,365,365,365,365
"Pink Mountain","2015","mean",-0.59,-3.17,2.18,0.78,815.63,71.96,-5.57,4.85,NA,15.87,143.53,NA,NA,NA,NA,NA,NA
"Pink Mountain","2015","max",16.77,13.35,20.75,29.4,831.77,99.61,9.2,12.42,-Inf,33.88,402.23,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Pink Mountain","2015","min",-32.3,-33.45,-30.83,0,793.16,18.27,-35.07,0,Inf,0,4.2,Inf,Inf,Inf,Inf,Inf,Inf
"Pink Mountain","2015","obs_na",0,0,0,0,0,0,0,0,365,0,0,365,365,365,365,365,365
"Pink Mountain","2016","mean",-0.7,-3.19,1.94,1.31,817.86,75.72,-4.92,4.36,NA,13.83,133.81,NA,NA,NA,NA,NA,NA
"Pink Mountain","2016","max",15.01,11.78,18.1,41.6,850.25,100,10.11,12.18,-Inf,33.12,399.62,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Pink Mountain","2016","min",-27.09,-30.34,-26.55,0,792.9,19.66,-29.47,0,Inf,0,7.53,Inf,Inf,Inf,Inf,Inf,Inf
"Pink Mountain","2016","obs_na",0,0,0,0,116,0,0,0,366,0,0,366,366,366,366,366,366
"Pink Mountain","2017","mean",-2.07,-4.82,0.89,0.61,817.3,74.38,-6.53,4.93,13.28,15.56,142.54,NA,NA,NA,NA,NA,NA
"Pink Mountain","2017","max",20.09,17.15,23.47,26.8,834.96,99.26,9.67,12.66,89.03,35.4,421.35,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Pink Mountain","2017","min",-28.51,-31.19,-26.14,0,794.38,21,-30.88,0,270.43,0,9.1,Inf,Inf,Inf,Inf,Inf,Inf
"Pink Mountain","2017","obs_na",0,0,0,0,205,0,0,0,205,0,0,365,365,365,365,365,365
"Pink Mountain","2018","mean",-1.97,-4.74,0.96,0.92,816.94,72.85,-6.78,4.75,13.06,14.73,148.88,NA,NA,NA,NA,NA,NA
"Pink Mountain","2018","max",20.37,17.63,23.55,45.6,833.88,99.05,10.28,13.69,89.5,32.94,389.84,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Pink Mountain","2018","min",-32.43,-34.26,-29.19,0,791.36,24.28,-35.2,0,270.44,0,9.67,Inf,Inf,Inf,Inf,Inf,Inf
"Pink Mountain","2018","obs_na",0,0,0,0,0,0,0,0,0,0,28,365,365,365,365,365,365
"Pink Mountain","2019","mean",-1.83,-4.57,0.99,1.2,816.89,76.22,-5.9,4.79,15.41,14.43,71.48,NA,NA,NA,NA,NA,NA
"Pink Mountain","2019","max",16.64,12.99,20.46,35.2,831.78,100,8.72,12.32,89.73,32.55,338.2,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Pink Mountain","2019","min",-35.02,-36.97,-33.14,0,797.62,19.76,-37.97,0.14,270.42,0.97,9.72,Inf,Inf,Inf,Inf,Inf,Inf
"Pink Mountain","2019","obs_na",0,0,0,0,0,0,0,0,0,0,224,365,365,365,365,365,365
"Pink Mountain","2020","mean",-2.75,-5.41,0.06,1.5,814.8,76.46,-6.61,5.22,11.06,16.1,120.1,NA,NA,NA,NA,NA,NA
"Pink Mountain","2020","max",16.26,13.4,20.1,51.6,835.92,100,11.13,10.87,89.85,32.35,320.3,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Pink Mountain","2020","min",-33.22,-34.34,-32.14,0,794.22,44.56,-35.96,0.81,271.65,4.87,6.44,Inf,Inf,Inf,Inf,Inf,Inf
"Pink Mountain","2020","obs_na",0,0,0,0,0,0,0,0,0,0,0,366,366,366,366,366,366
"Pink Mountain","2021","mean",-2.39,-5.23,0.54,0.76,813.94,75.06,-6.65,5.01,6.57,15.72,142.66,NA,NA,NA,NA,NA,NA
"Pink Mountain","2021","max",25.48,21.8,29.84,24.8,835.52,100,12.91,11.18,89.85,32.35,358.8,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Pink Mountain","2021","min",-35.24,-36.97,-32.91,0,784.93,13.86,-38.11,0.01,272.42,0.58,0.6,Inf,Inf,Inf,Inf,Inf,Inf
"Pink Mountain","2021","obs_na",0,0,0,0,0,0,0,0,0,0,35,365,365,365,365,365,365
"Pink Mountain","2022","mean",-1.59,-4.61,1.58,0.72,816.64,73.24,-6.24,4.9,4.72,15.32,85.63,NA,NA,NA,NA,NA,NA
"Pink Mountain","2022","max",19.55,17.84,22.59,26.6,841.44,99.85,11.77,12.52,88.02,32.35,271.71,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Pink Mountain","2022","min",-37.81,-38.71,-36.15,0,791.66,14.21,-40.75,0.55,270.13,1.75,3.94,Inf,Inf,Inf,Inf,Inf,Inf
"Pink Mountain","2022","obs_na",0,0,0,0,0,0,0,0,0,0,222,365,365,365,365,365,365
"Pink Mountain","2023","mean",0.36,-2.29,3.19,0.77,815.73,72.63,-4.44,4.79,7.54,15.14,117.73,NA,NA,NA,NA,NA,NA
"Pink Mountain","2023","max",19.17,16.8,23.47,29,833.35,99.39,9.71,9.67,89.02,36.06,343.43,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Pink Mountain","2023","min",-28.52,-32.37,-26.31,0,791.05,18.1,-30.93,0.01,270.32,0.19,6.13,Inf,Inf,Inf,Inf,Inf,Inf
"Pink Mountain","2023","obs_na",0,0,0,0,0,0,0,0,0,0,0,365,365,365,365,365,365
"Pink Mountain","2024","mean",-10.14,-12.75,-8.13,0,811.69,84.75,-12.29,3.84,12.95,11.77,17.89,NA,NA,NA,NA,NA,NA
"Pink Mountain","2024","max",-7.88,-10.09,-5.64,0,817.87,91.12,-10.39,4.52,66.22,14.42,27.8,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Pink Mountain","2024","min",-13.3,-16.87,-11.33,0,806.39,76.45,-16.27,2.53,287.22,9.16,9.1,Inf,Inf,Inf,Inf,Inf,Inf
"Pink Mountain","2024","obs_na",0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7
"Saxton Lake","2007","mean",4.3,-1.7,9.5,1.35,928.18,79.91,0.63,1.68,352.43,7.22,111.47,NA,NA,NA,NA,NA,NA
"Saxton Lake","2007","max",21.39,16,32.76,21.8,947.65,98.23,14.31,4.97,87.27,19.48,411.34,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Saxton Lake","2007","min",-28.95,-35.05,-21,0,901.64,48.14,-31.55,0.01,270.96,1.11,6.75,Inf,Inf,Inf,Inf,Inf,Inf
"Saxton Lake","2007","obs_na",0,0,0,0,0,0,0,0,0,0,0,181,181,181,181,181,181
"Saxton Lake","2008","mean",2.48,-4.26,8.41,1.13,928.32,75.99,-1.93,1.68,353.32,7.56,135.72,NA,NA,NA,NA,NA,NA
"Saxton Lake","2008","max",21.15,12.93,30.71,30.6,946.66,99.88,14.41,5.31,89.33,16.33,382.34,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Saxton Lake","2008","min",-35.01,-41.33,-27.06,0,892.74,40.71,-38.44,0.1,270.47,1.11,6.49,Inf,Inf,Inf,Inf,Inf,Inf
"Saxton Lake","2008","obs_na",0,0,0,0,0,0,0,0,0,0,0,366,366,366,366,366,366
"Saxton Lake","2009","mean",2.22,-4.87,8.37,0.89,929.03,75.41,-2.47,1.58,351.42,7.16,145.58,NA,NA,NA,NA,NA,NA
"Saxton Lake","2009","max",21.69,15.23,31.93,28.6,953.34,100,14.57,5.01,89.22,23.93,370.25,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Saxton Lake","2009","min",-34.67,-41.33,-24.29,0,904,44.21,-38.02,0,272.24,0,4.25,Inf,Inf,Inf,Inf,Inf,Inf
"Saxton Lake","2009","obs_na",0,0,0,0,0,0,0,0,0,0,0,365,365,365,365,365,365
"Saxton Lake","2010","mean",4.03,-2.43,9.66,0.97,926.74,75.15,-0.87,1.63,347.4,7.24,141.62,NA,NA,NA,NA,NA,NA
"Saxton Lake","2010","max",19.73,14.09,30.71,20.8,946.67,100,12.34,5.66,88.97,17.44,375.72,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Saxton Lake","2010","min",-29.87,-35.05,-20.23,0,897.25,40.15,-32.59,0,270.08,0,7.38,Inf,Inf,Inf,Inf,Inf,Inf
"Saxton Lake","2010","obs_na",0,0,0,0,0,0,0,0,0,0,0,365,365,365,365,365,365
"Saxton Lake","2011","mean",2.33,-4.03,7.87,1.18,927.06,78.18,-1.6,1.44,1.8,7.25,134.1,NA,NA,NA,NA,NA,NA
"Saxton Lake","2011","max",17.29,12.93,27.52,35.8,948.45,100,13.98,5.56,88.62,17.44,396.66,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Saxton Lake","2011","min",-26.81,-37.96,-21.79,0,902.55,53.92,-30.4,0,270.49,0,5.77,Inf,Inf,Inf,Inf,Inf,Inf
"Saxton Lake","2011","obs_na",0,0,0,0,0,0,0,0,0,0,0,365,365,365,365,365,365
"Saxton Lake","2012","mean",2.91,-3.85,8.9,1,926.8,77.11,-1.46,1.53,354.7,6.91,146.31,NA,NA,NA,NA,NA,NA
"Saxton Lake","2012","max",20.17,13.32,30.31,28.2,945.72,100,14.2,5.36,89.85,15.77,383.07,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Saxton Lake","2012","min",-36.05,-43.24,-25.19,0,902.35,40.94,-40.35,0,270.43,0,6.29,Inf,Inf,Inf,Inf,Inf,Inf
"Saxton Lake","2012","obs_na",0,0,0,0,0,0,0,0,0,0,0,366,366,366,366,366,366
"Saxton Lake","2013","mean",3.95,-2.94,10.11,1.07,929.44,80.42,0.06,1.37,350.26,6.64,150,NA,NA,NA,NA,NA,NA
"Saxton Lake","2013","max",21.38,13.7,32.34,16.2,946.42,100,14.7,4.16,89.91,17.25,396.45,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Saxton Lake","2013","min",-25.8,-32.48,-19.49,0,903.38,45.66,-28.04,0,270.01,0,5.09,Inf,Inf,Inf,Inf,Inf,Inf
"Saxton Lake","2013","obs_na",0,0,0,0,0,0,0,0,0,0,0,365,365,365,365,365,365
"Saxton Lake","2014","mean",3.28,-3.63,9.34,0.92,928.63,78.18,-1.1,1.36,351.12,6.41,150.2,NA,NA,NA,NA,NA,NA
"Saxton Lake","2014","max",23.07,15.23,33.59,15.4,958.25,100,14.56,4.38,89.85,14.66,406.56,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Saxton Lake","2014","min",-30.81,-39.58,-18.05,0,899.92,36.67,-34,0,270.32,0,4.3,Inf,Inf,Inf,Inf,Inf,Inf
"Saxton Lake","2014","obs_na",0,0,0,0,0,0,0,0,0,0,0,365,365,365,365,365,365
"Saxton Lake","2015","mean",4.56,-1.94,10.23,1.15,928.58,82.02,0.93,1.34,351.62,6.42,144.11,NA,NA,NA,NA,NA,NA
"Saxton Lake","2015","max",22.54,15.62,30.71,19.2,947.25,100,14.26,4.67,89.63,18.18,389.84,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Saxton Lake","2015","min",-17.99,-24.3,-16.01,0,902.5,41.86,-20.56,0,270.07,0,4.72,Inf,Inf,Inf,Inf,Inf,Inf
"Saxton Lake","2015","obs_na",0,0,0,0,0,0,0,0,0,0,0,365,365,365,365,365,365
"Saxton Lake","2016","mean",4.53,-1.44,9.94,1.44,927.76,83.86,1.34,1.42,348.53,6.72,140.29,NA,NA,NA,NA,NA,NA
"Saxton Lake","2016","max",19.7,14.09,27.52,31.2,950.31,100,14.29,4.23,89.91,16.14,401.4,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Saxton Lake","2016","min",-26.95,-31.3,-20.24,0,903,38.73,-29.18,0,270.02,0.19,5.3,Inf,Inf,Inf,Inf,Inf,Inf
"Saxton Lake","2016","obs_na",0,0,0,0,0,0,0,0,0,0,0,366,366,366,366,366,366
"Saxton Lake","2017","mean",2.79,-3.92,8.68,1.05,928.29,79.86,-1.17,1.51,357.47,7.11,144.79,0.22,0.35,NA,NA,NA,NA
"Saxton Lake","2017","max",19.67,12.55,32.76,19.6,952.29,100,13.95,4.55,89.73,17.81,390.31,0.46,0.48,-Inf,-Inf,-Inf,-Inf
"Saxton Lake","2017","min",-31.12,-36.46,-21.79,0,900.29,50.11,-33.52,0,270.18,0,8.53,0.12,0.28,Inf,Inf,Inf,Inf
"Saxton Lake","2017","obs_na",0,0,0,0,0,0,0,0,0,0,0,166,166,365,365,365,365
"Saxton Lake","2018","mean",2.98,-4.21,9.04,1.02,929.3,83.69,-5.73,1.46,359.03,6.56,144.46,0.23,0.34,NA,NA,NA,NA
"Saxton Lake","2018","max",21.38,14.09,33.17,32.6,946.92,100,9.48,5.88,89.9,16.14,385.51,0.47,0.49,-Inf,-Inf,-Inf,-Inf
"Saxton Lake","2018","min",-30.06,-37.97,-23.44,0,905.61,47.08,-32.58,0,270.12,0,4.3,0.11,0.23,Inf,Inf,Inf,Inf
"Saxton Lake","2018","obs_na",0,0,0,0,0,137,137,0,0,0,0,0,0,365,365,365,365
"Saxton Lake","2019","mean",2.79,-3.76,8.65,1.11,929.3,78.15,-1.26,1.14,357.45,-Inf,141.35,0.26,0.37,NA,NA,NA,NA
"Saxton Lake","2019","max",19.76,14.72,27.53,21.4,947.72,99.84,13.69,5.08,89.92,17.11,372.34,0.48,0.5,-Inf,-Inf,-Inf,-Inf
"Saxton Lake","2019","min",-29.01,-39.11,-20.64,0,904.89,44.21,-31.75,0,270.32,-Inf,4.72,0.1,0.27,Inf,Inf,Inf,Inf
"Saxton Lake","2019","obs_na",0,0,0,0,0,0,0,85,188,0,0,0,0,365,365,365,365
"Saxton Lake","2020","mean",3.2,-2.89,8.34,1.3,928.36,78.66,-0.61,0.96,0.62,7.12,137.45,0.32,0.42,NA,NA,NA,NA
"Saxton Lake","2020","max",18.95,12.44,28.34,16.2,947.9,99.17,15.18,3.4,89.91,17.61,371.24,0.46,0.5,-Inf,-Inf,-Inf,-Inf
"Saxton Lake","2020","min",-38.96,-47.33,-27.34,0,905.33,39.35,-41.82,0,270.07,0,2.38,0.2,0.32,Inf,Inf,Inf,Inf
"Saxton Lake","2020","obs_na",0,0,0,0,0,0,0,0,162,0,0,0,0,366,366,366,366
"Saxton Lake","2021","mean",3.48,-2.88,8.92,0.88,927.68,76.11,-0.96,1.03,355.25,7.11,140.37,0.24,0.37,NA,NA,NA,NA
"Saxton Lake","2021","max",26.43,21.32,36.44,15,950.28,98.62,17.49,4.57,89.85,18.12,365.82,0.47,0.5,-Inf,-Inf,-Inf,-Inf
"Saxton Lake","2021","min",-32.54,-42.32,-25.44,0,900.68,44.66,-35.34,0,270.85,2.01,5.2,0.13,0.27,Inf,Inf,Inf,Inf
"Saxton Lake","2021","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,0,365,365,365,365
"Saxton Lake","2022","mean",6.16,-0.6,12.26,0.97,929.8,75.23,1.49,1.01,355.08,7.01,169.17,0.26,0.35,NA,NA,NA,NA
"Saxton Lake","2022","max",22.33,15.48,32.46,21,947.76,99.48,14.73,5.14,89.81,15.1,376.3,0.47,0.5,-Inf,-Inf,-Inf,-Inf
"Saxton Lake","2022","min",-27.82,-33.94,-24.54,0,902.93,46.6,-30.86,0,270.1,0.5,10.09,0.14,0.16,Inf,Inf,Inf,Inf
"Saxton Lake","2022","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,0,287,287,287,287
"Saxton Lake","2023","mean",13.79,5.43,20.88,1.18,929.89,70.72,7.71,1.22,3.64,7.34,201.17,0.18,0.17,NA,NA,NA,NA
"Saxton Lake","2023","max",20.26,14.7,29.72,18,937.41,96.77,13.43,3.31,85.06,17.11,408.48,0.22,0.28,-Inf,-Inf,-Inf,-Inf
"Saxton Lake","2023","min",5.05,-3.39,8.02,0,918.21,45.74,1.7,0.04,270.2,2.52,45.35,0.15,0.11,Inf,Inf,Inf,Inf
"Saxton Lake","2023","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,12,112,112,112,112
"Stone Creek","2021","mean",13.68,Inf,-Inf,0.33,912.45,64.35,NA,1.78,6.64,-Inf,NA,0.12,0.15,0.13,7.54,NA,NA
"Stone Creek","2021","max",30.01,Inf,37.73,6.32,921.83,99.92,-Inf,5.16,88.02,-Inf,-Inf,0.19,0.28,0.5,14.53,-Inf,-Inf
"Stone Creek","2021","min",-3.11,-4.71,-Inf,0,896.35,33.7,Inf,0.73,280.71,-Inf,Inf,0.03,0.04,0.03,1.56,Inf,Inf
"Stone Creek","2021","obs_na",74,0,0,74,74,74,196,74,74,0,196,32,32,32,32,196,196
"Stone Creek","2022","mean",14.34,Inf,-Inf,1.15,913.74,65.88,NA,1.75,9.47,-Inf,208.8,0.16,0.17,0.14,6.44,NA,NA
"Stone Creek","2022","max",23.86,Inf,31.61,28.8,923.48,97.23,-Inf,3.5,70.7,-Inf,344.06,0.38,0.37,0.53,15.59,-Inf,-Inf
"Stone Creek","2022","min",4.43,-1.19,-Inf,0,902.28,29.08,Inf,0.99,274.31,-Inf,32.47,0.04,0.06,0.01,0.14,Inf,Inf
"Stone Creek","2022","obs_na",227,0,0,137,227,227,365,227,227,0,227,0,0,0,0,365,365
"Stone Creek","2023","mean",14.5,Inf,-Inf,1.49,914.92,66.75,NA,1.77,355.98,-Inf,181.58,0.17,0.16,0.16,7.63,NA,NA
"Stone Creek","2023","max",23.36,Inf,30.51,20.4,928.44,98.63,-Inf,3.37,88.97,-Inf,342.04,0.45,0.28,0.53,15.14,-Inf,-Inf
"Stone Creek","2023","min",4.93,1.01,-Inf,0,902.92,30.16,Inf,1.07,270.18,-Inf,35.5,0.07,0.08,0.03,0.62,Inf,Inf
"Stone Creek","2023","obs_na",157,0,0,1,157,157,278,157,157,0,157,1,1,1,1,278,278
"Sunbeam","2009","mean",-0.89,-3.3,1.94,0.88,795.09,78.95,NA,4.7,333.77,13.57,96.22,NA,NA,NA,NA,NA,NA
"Sunbeam","2009","max",17.23,13.86,22.11,10,806.71,97.26,-Inf,10.54,89.2,27.27,220.04,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Sunbeam","2009","min",-13.15,-17.08,-9.2,0,781.2,30.98,Inf,0,270.37,0,14.62,Inf,Inf,Inf,Inf,Inf,Inf
"Sunbeam","2009","obs_na",0,0,0,0,0,0,63,0,0,0,0,63,63,63,63,63,63
