"Site","years","months","monthly","Temp_avg","Temp_min","Temp_max","Rain_sum","Pressure_avg","RH_avg","DP_avg","WS_avg","WD_avg","GS_max","SR_avg","WC_avg_15cm","WC_avg_5cm","WC_avg_30cm","ST_avg","W_avg","SD_avg"
"Boulder Creek","2020","Nov","max",4.91,2.29,9.11,14.8,975.79,100,4.9,0.1,77.75,7.05,49.05,0.22,-Inf,-Inf,-Inf,95.37,-Inf
"Boulder Creek","2020","Nov","min",-5.19,-9.27,-3.39,0,941.58,84.25,-6.28,0,284.05,0,2.54,0.18,Inf,Inf,Inf,11.4,Inf
"Boulder Creek","2020","Nov","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,0,30
"Boulder Creek","2020","Dec","mean",-1.58,-3.27,-0.02,2.44,962.8,97.42,-1.96,0.01,319.41,2.83,9.15,0.2,NA,NA,NA,52.23,NA
"Boulder Creek","2020","Dec","max",1.97,0.52,5.18,23.4,975.38,100,1.95,0.21,82.03,7.05,18.47,0.24,-Inf,-Inf,-Inf,92.84,-Inf
"Boulder Creek","2020","Dec","min",-5.35,-7.54,-3.51,0,946.52,77.65,-7.33,0,272.7,0,3.32,0.18,Inf,Inf,Inf,7.99,Inf
"Boulder Creek","2020","Dec","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,0,31
"Boulder Creek","2021","Jan","mean",-3.61,-5.98,-1.41,1.54,960.45,94.89,-4.34,0.05,313.84,3.93,18.08,0.19,NA,NA,NA,43.64,NA
"Boulder Creek","2021","Jan","max",1.09,-0.7,3.7,12.4,980.98,100,0.41,0.31,31.17,8.05,49.3,0.2,-Inf,-Inf,-Inf,87.03,-Inf
"Boulder Creek","2021","Jan","min",-11.95,-16.74,-9.27,0,933.26,78.48,-14.69,0,270.61,0.5,2.27,0.18,Inf,Inf,Inf,5.17,Inf
"Boulder Creek","2021","Jan","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,0,31
"Boulder Creek","2021","Feb","mean",-6.82,-10.95,-2.82,1.04,965.17,89.38,-8.34,0.11,338.93,4.6,45.3,0.18,NA,NA,NA,24.9,NA
"Boulder Creek","2021","Feb","max",1.7,-0.28,7.04,8.2,989.81,98.94,1.54,0.76,60.79,9.06,111.13,0.19,-Inf,-Inf,-Inf,73.06,-Inf
"Boulder Creek","2021","Feb","min",-25.35,-30.55,-16.45,0,946.84,68.56,-28.16,0,281.94,1.01,10.5,0.17,Inf,Inf,Inf,3.8,Inf
"Boulder Creek","2021","Feb","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,28,28,28,0,28
"Boulder Creek","2021","Mar","mean",0.85,-3.02,5.63,0.97,960.78,84.46,-1.75,0.06,350.56,4.43,92.17,0.21,NA,NA,NA,35.15,NA
"Boulder Creek","2021","Mar","max",3.76,0.14,9.63,10.2,974.36,99.36,2.33,0.27,77.43,8.05,175.3,0.22,-Inf,-Inf,-Inf,98.04,-Inf
"Boulder Creek","2021","Mar","min",-2.86,-9.23,1.56,0,949.01,73.1,-7.13,0,278.56,1.51,25.25,0.19,Inf,Inf,Inf,5.22,Inf
"Boulder Creek","2021","Mar","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,0,31
"Boulder Creek","2021","Apr","mean",5.06,-1.48,12.49,0.58,967.09,70.19,-0.95,0.11,343.42,4.65,179.87,0.2,NA,NA,NA,25.42,NA
"Boulder Creek","2021","Apr","max",9.57,5.26,23.33,8.2,980.72,92.63,8.2,0.4,51.88,8.56,273.94,0.22,-Inf,-Inf,-Inf,71.64,-Inf
"Boulder Creek","2021","Apr","min",0.57,-6.36,4.71,0,951.45,48.11,-5.09,0,271,2.52,57.65,0.18,Inf,Inf,Inf,3.26,Inf
"Boulder Creek","2021","Apr","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,0,30
"Boulder Creek","2021","May","mean",9.46,2.96,15.97,0.92,966.84,72.34,3.96,0.1,13.88,4.5,204.9,0.18,NA,NA,NA,29.61,NA
"Boulder Creek","2021","May","max",13.98,8.02,21.51,11.2,972.95,97.89,11.62,0.5,70.45,6.54,316.3,0.2,-Inf,-Inf,-Inf,94.17,-Inf
"Boulder Creek","2021","May","min",5.84,-2.04,9.16,0,955.76,52.71,1.38,0,307.87,2.52,75.41,0.17,Inf,Inf,Inf,3.97,Inf
"Boulder Creek","2021","May","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,0,31
"Boulder Creek","2021","Jun","mean",15,8.11,22.25,1.24,964.16,76.9,10.28,0.03,358.27,3.99,230.62,0.17,NA,NA,NA,33.48,NA
"Boulder Creek","2021","Jun","max",26.02,16.13,37.21,10.6,973.32,95.23,17.05,0.21,65.92,5.54,352.44,0.19,-Inf,-Inf,-Inf,75.47,-Inf
"Boulder Creek","2021","Jun","min",9.21,1.1,14.62,0,955.79,61.33,5.17,0,275.7,2.52,75.31,0.11,Inf,Inf,Inf,4.58,Inf
"Boulder Creek","2021","Jun","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,0,30
"Boulder Creek","2021","Jul","mean",16.75,10.23,23.97,1.14,967.09,76.47,11.93,0.05,24.88,4.3,226.75,0.07,NA,NA,NA,33.6,NA
"Boulder Creek","2021","Jul","max",22.7,13.98,34.68,14,971.47,94.78,14.38,0.4,87.86,7.05,336.7,0.11,-Inf,-Inf,-Inf,68.55,-Inf
"Boulder Creek","2021","Jul","min",12.34,7.52,16.32,0,960.96,60.23,9.79,0,288.86,2.52,103.33,0.05,Inf,Inf,Inf,3.9,Inf
"Boulder Creek","2021","Jul","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,0,31
"Boulder Creek","2021","Aug","mean",14.86,9.22,21.58,0.92,965,80.35,11.05,0.03,6.94,4.16,163.66,0.06,NA,NA,NA,39.99,NA
"Boulder Creek","2021","Aug","max",21.14,14.55,31.77,5.2,974.16,92.67,15.27,0.19,75.53,6.54,253.64,0.07,-Inf,-Inf,-Inf,77.67,-Inf
"Boulder Creek","2021","Aug","min",8.7,3.62,14.72,0,957.23,64.75,7.26,0,275.7,2.52,76.14,0.05,Inf,Inf,Inf,9.88,Inf
"Boulder Creek","2021","Aug","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,0,31
"Boulder Creek","2021","Sep","mean",10.09,6.28,15.08,4.05,960.76,92.24,8.73,0,330.03,3.1,88.18,0.11,NA,NA,NA,68.44,NA
"Boulder Creek","2021","Sep","max",14.51,11.49,22.9,17.6,971.7,99.69,13.5,0.02,59.48,6.04,205.04,0.19,-Inf,-Inf,-Inf,99.85,-Inf
"Boulder Creek","2021","Sep","min",5.62,1.29,8.14,0,944.64,76.43,4.96,0,270.8,1.01,25.09,0.05,Inf,Inf,Inf,38.38,Inf
"Boulder Creek","2021","Sep","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,0,30
"Boulder Creek","2021","Oct","mean",3.2,-0.49,7.75,1.17,959.59,92.99,2.08,0.01,338.67,3.44,55.93,0.17,NA,NA,NA,59.89,NA
"Boulder Creek","2021","Oct","max",7.11,4.09,12.15,4.6,978.67,99.24,6.38,0.21,61.57,10.07,109.36,0.18,-Inf,-Inf,-Inf,86.4,-Inf
"Boulder Creek","2021","Oct","min",-2.3,-5.98,3.41,0,938.62,80.35,-3.51,0,294.37,1.01,12.28,0.17,Inf,Inf,Inf,7.35,Inf
"Boulder Creek","2021","Oct","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,0,31
"Boulder Creek","2021","Nov","mean",-0.04,-1.9,2.33,3.77,958.19,98.19,-0.31,0.01,321.61,3.51,19.4,0.18,NA,NA,NA,80.71,NA
"Boulder Creek","2021","Nov","max",3.14,1.8,6.89,23.8,971.7,100,3.14,0.12,81.18,7.55,61.76,0.21,-Inf,-Inf,-Inf,100,-Inf
"Boulder Creek","2021","Nov","min",-3.88,-5.88,-2.1,0,943.48,83.62,-4.18,0,276.22,1.01,1.96,0.17,Inf,Inf,Inf,17.03,Inf
"Boulder Creek","2021","Nov","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,0,30
"Boulder Creek","2021","Dec","mean",-14.22,-17.77,-11.24,0.05,962.29,92.98,-15.1,0,322.29,0.42,3.84,0.14,NA,NA,NA,37.93,NA
"Boulder Creek","2021","Dec","max",-0.52,-2.1,0.5,1.4,981.2,100,-0.52,0,84.01,3.52,14.98,0.19,-Inf,-Inf,-Inf,90.17,-Inf
"Boulder Creek","2021","Dec","min",-32.86,-35.62,-29.05,0,935.05,81.53,-34.98,0,276.93,0,0.82,0.07,Inf,Inf,Inf,10.59,Inf
"Boulder Creek","2021","Dec","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,0,31
"Boulder Creek","2022","Jan","mean",-6.15,-8.84,-3.69,1.95,965.96,94.41,-6.91,0.05,327.71,3.25,16.85,0.14,NA,NA,NA,50.23,NA
"Boulder Creek","2022","Jan","max",1.24,-0.12,3.56,24,983.95,100,1.24,0.76,28.66,10.07,40.72,0.2,-Inf,-Inf,-Inf,99.95,-Inf
"Boulder Creek","2022","Jan","min",-24.37,-28.34,-20.98,0,945.16,67.82,-27.55,0,284.36,0.5,1.13,0.07,Inf,Inf,Inf,2.13,Inf
"Boulder Creek","2022","Jan","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,0,31
"Boulder Creek","2022","Feb","mean",-2.71,-6.05,1.35,2.5,969.83,93.61,-3.66,0.03,339.81,3.24,43.94,0.18,NA,NA,NA,48.61,NA
"Boulder Creek","2022","Feb","max",2.48,0.05,8.62,21.8,987.22,100,2.04,0.31,89.75,9.56,99.78,0.21,-Inf,-Inf,-Inf,100,-Inf
"Boulder Creek","2022","Feb","min",-14.34,-22.52,-8.36,0,957.12,65.37,-18.39,0,282.01,0.5,11.5,0.16,Inf,Inf,Inf,5.1,Inf
"Boulder Creek","2022","Feb","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,28,28,28,0,28
"Boulder Creek","2022","Mar","mean",1.78,-2.74,7.66,0.62,964.59,82.44,-1.28,0.04,336.03,4.33,109.89,0.19,NA,NA,NA,36.77,NA
"Boulder Creek","2022","Mar","max",5.58,1.7,11.66,4.2,981.73,99.21,3.92,0.17,38.08,6.54,178.79,0.22,-Inf,-Inf,-Inf,78.65,-Inf
"Boulder Creek","2022","Mar","min",-3.82,-9.92,2.96,0,951.49,68.62,-9.21,0,281.02,1.51,57.27,0.17,Inf,Inf,Inf,6.1,Inf
"Boulder Creek","2022","Mar","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,0,31
"Boulder Creek","2022","Apr","mean",2.9,-2.87,9.04,1.48,963.32,68.79,-3.18,0.13,337.88,5.12,165.14,0.18,NA,NA,NA,26.84,NA
"Boulder Creek","2022","Apr","max",8.55,2.37,16.11,15,976.22,99.15,4.97,0.59,51.29,10.57,293.27,0.21,-Inf,-Inf,-Inf,100,-Inf
"Boulder Creek","2022","Apr","min",-2.67,-7.67,1.67,0,938.8,37.07,-15.29,0,284.17,1.51,35.3,0.17,Inf,Inf,Inf,3.31,Inf
"Boulder Creek","2022","Apr","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,0,30
"Boulder Creek","2022","May","mean",8.72,2.32,15.23,1.69,962.15,71.46,3.02,0.11,350.44,5.07,189.88,0.17,NA,NA,NA,31.2,NA
"Boulder Creek","2022","May","max",14.58,6.76,23.26,16.6,975.99,95.97,7.91,0.34,73.36,8.05,304.99,0.2,-Inf,-Inf,-Inf,94.78,-Inf
"Boulder Creek","2022","May","min",4.93,-1.38,9.26,0,953.18,51.86,-0.26,0,276.1,2.01,64.93,0.16,Inf,Inf,Inf,4.56,Inf
"Boulder Creek","2022","May","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,0,31
"Boulder Creek","2022","Jun","mean",13.9,7.27,20.83,2.69,964.02,78.18,9.55,0.05,12.8,4.45,211.88,0.18,NA,NA,NA,38.68,NA
"Boulder Creek","2022","Jun","max",19.68,13.23,31.51,14.8,974.5,96.04,14.99,0.21,82.31,8.56,328.84,0.2,-Inf,-Inf,-Inf,85.78,-Inf
"Boulder Creek","2022","Jun","min",9.18,2.13,12.61,0,952.94,60.85,5.53,0,293.6,2.01,56.92,0.16,Inf,Inf,Inf,7.4,Inf
"Boulder Creek","2022","Jun","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,0,30
"Boulder Creek","2022","Jul","mean",16.53,10.75,23.04,1.86,965.52,81.27,12.81,0.03,19.09,3.72,206.16,0.18,NA,NA,NA,40.63,NA
"Boulder Creek","2022","Jul","max",22.09,16.61,31.97,15,970.94,96.6,16.86,0.21,83.69,7.55,316.71,0.21,-Inf,-Inf,-Inf,79.27,-Inf
"Boulder Creek","2022","Jul","min",11.33,4.4,15.25,0,961.03,63.92,9.65,0,294.35,1.51,72.23,0.16,Inf,Inf,Inf,7.99,Inf
"Boulder Creek","2022","Jul","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,0,31
"Boulder Creek","2022","Aug","mean",16.54,10.11,24.04,1.86,965.16,81.82,12.9,0.02,3.45,3.47,172.3,0.13,NA,NA,NA,44.64,NA
"Boulder Creek","2022","Aug","max",20.22,13.02,31.48,21.4,970.64,99.06,15.2,0.19,69.54,6.54,261.13,0.18,-Inf,-Inf,-Inf,100,-Inf
"Boulder Creek","2022","Aug","min",12.39,4.43,16.2,0,957.33,69.04,8.23,0,275.94,1.01,53.53,0.08,Inf,Inf,Inf,19.51,Inf
"Boulder Creek","2022","Aug","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,0,31
"Boulder Creek","2022","Sep","mean",10.67,4.75,18.49,0.72,965.31,88.93,8.65,0,356.93,2.8,140.91,0.17,NA,NA,NA,61.9,NA
"Boulder Creek","2022","Sep","max",14.66,8.24,24.15,4,977.62,96.29,11.97,0.08,45.2,5.03,227.59,0.17,-Inf,-Inf,-Inf,77.52,-Inf
"Boulder Creek","2022","Sep","min",9,0.5,11.9,0,958.78,81.62,6.03,0,296.81,2.01,49.42,0.16,Inf,Inf,Inf,51.64,Inf
"Boulder Creek","2022","Sep","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,16,16,16,0,16
"Bowron Pit","2018","Aug","mean",NA,Inf,-Inf,NA,NA,NA,NA,NA,NA,-Inf,NA,NA,NA,NA,NA,NA,NA
"Bowron Pit","2018","Aug","max",-Inf,Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Bowron Pit","2018","Aug","min",Inf,Inf,-Inf,Inf,Inf,Inf,Inf,Inf,Inf,-Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
"Bowron Pit","2018","Aug","obs_na",2,0,0,2,2,2,2,2,2,0,2,2,2,2,2,2,2
"Bowron Pit","2018","Sep","mean",5.24,Inf,-Inf,0.46,935.31,77.8,1.1,0.23,325.14,-Inf,111.9,0.18,NA,NA,NA,NA,NA
"Bowron Pit","2018","Sep","max",10.12,Inf,16.15,3.8,940.96,89.1,8.03,1.13,76.75,9.06,208.53,0.19,-Inf,-Inf,-Inf,-Inf,-Inf
"Bowron Pit","2018","Sep","min",0.35,-7.67,-Inf,0,929.81,64.95,-5.4,0.02,271.08,-Inf,46.28,0.17,Inf,Inf,Inf,Inf,Inf
"Bowron Pit","2018","Sep","obs_na",12,0,0,12,12,12,12,12,12,0,12,12,30,30,30,30,30
"Bowron Pit","2018","Oct","mean",3.59,-2.27,10.83,0.95,934.15,80.23,-0.04,0.17,334.33,4.77,80,0.18,NA,NA,NA,NA,NA
"Bowron Pit","2018","Oct","max",9.22,4.19,19.89,9.6,944.8,96.79,5.01,0.69,89.95,11.07,143.01,0.19,-Inf,-Inf,-Inf,-Inf,-Inf
"Bowron Pit","2018","Oct","min",-2.37,-10.58,2.64,0,922.47,56.57,-9.14,0,276.4,2.01,17.17,0.17,Inf,Inf,Inf,Inf,Inf
"Bowron Pit","2018","Oct","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,31,31
"Bowron Pit","2018","Nov","mean",-0.23,-3.25,2.61,4.13,931.77,96.11,-0.82,0.09,343.89,3.62,18.46,0.19,NA,NA,NA,NA,NA
"Bowron Pit","2018","Nov","max",3.79,2.72,7.49,32,948.59,99.96,3.47,0.55,89.48,8.05,49.15,0.26,-Inf,-Inf,-Inf,-Inf,-Inf
"Bowron Pit","2018","Nov","min",-7.03,-13.85,-4.65,0,914.56,83.95,-7.62,0,278.2,0,5.4,0.18,Inf,Inf,Inf,Inf,Inf
"Bowron Pit","2018","Nov","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,30,30
"Bowron Pit","2018","Dec","mean",-3.18,-7.45,0.26,1.18,929.54,88.26,-5.04,0.31,327.56,5.24,17.27,0.14,NA,NA,NA,NA,NA
"Bowron Pit","2018","Dec","max",3,-0.56,9.73,23.2,945.19,98.71,0.48,1.82,89.2,15.1,34.93,0.19,-Inf,-Inf,-Inf,-Inf,-Inf
"Bowron Pit","2018","Dec","min",-13.05,-17.99,-6.9,0,908.72,64.83,-14.31,0,272.35,0,3.89,0.09,Inf,Inf,Inf,Inf,Inf
"Bowron Pit","2018","Dec","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,31,31
"Bowron Pit","2019","Jan","mean",-3.48,-8.24,0.21,1.37,930.37,91.59,-4.78,0.18,350.74,3.59,21.39,0.17,NA,NA,NA,NA,NA
"Bowron Pit","2019","Jan","max",4.63,1.32,7.87,19.2,948.13,99.96,2.1,1.19,87.35,11.58,60.72,0.19,-Inf,-Inf,-Inf,-Inf,-Inf
"Bowron Pit","2019","Jan","min",-15.23,-22.52,-9.17,0,907.13,63.36,-16.34,0,273.68,0,3,0.16,Inf,Inf,Inf,Inf,Inf
"Bowron Pit","2019","Jan","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,31,31
"Bowron Pit","2019","Feb","mean",-18.3,-27.47,-9.1,0.11,934.51,81.76,-20.77,0.11,330.47,3.47,77.99,0.16,NA,NA,NA,NA,NA
"Bowron Pit","2019","Feb","max",-4.16,-8.83,2.02,3,945.63,94.19,-5.32,0.99,84.59,8.56,117.65,0.18,-Inf,-Inf,-Inf,-Inf,-Inf
"Bowron Pit","2019","Feb","min",-30.53,-39.22,-19.61,0,916.23,73.05,-33.08,0,271.47,0,9.2,0.15,Inf,Inf,Inf,Inf,Inf
"Bowron Pit","2019","Feb","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,28,28,28,28,28
"Bowron Pit","2019","Mar","mean",-2.6,-10.63,6.92,0.86,936.15,73.62,-7.51,0.26,338.51,4.84,127.11,0.16,NA,NA,NA,NA,NA
"Bowron Pit","2019","Mar","max",5.58,-0.84,19.84,13.2,950.39,95.8,0.6,1.17,89.36,11.07,195.93,0.18,-Inf,-Inf,-Inf,-Inf,-Inf
"Bowron Pit","2019","Mar","min",-21.67,-34.26,-8.86,0,920.07,51.78,-27.22,0,272.48,2.52,21.4,0.14,Inf,Inf,Inf,Inf,Inf
"Bowron Pit","2019","Mar","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,31,31
"Bowron Pit","2019","Apr","mean",3.91,-2.64,10.71,1.15,930.39,68,-2.57,0.46,346.83,6.64,161.16,0.17,NA,NA,NA,NA,NA
"Bowron Pit","2019","Apr","max",7.72,3.48,15.22,8.4,942.57,92.74,4.5,1.45,78.49,15.6,272.75,0.18,-Inf,-Inf,-Inf,-Inf,-Inf
"Bowron Pit","2019","Apr","min",1.21,-7.16,5.49,0,916.9,48.14,-7.79,0.12,271.14,4.03,54.41,0.16,Inf,Inf,Inf,Inf,Inf
"Bowron Pit","2019","Apr","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,30,30
"Bowron Pit","2019","May","mean",11.71,2.83,19.64,0.97,929.6,65.12,3.82,0.33,4.19,5.63,221.59,0.17,NA,NA,NA,NA,NA
"Bowron Pit","2019","May","max",18.84,9.48,28.22,14.4,941.29,88.74,9.25,1.03,80.8,9.06,325.51,0.2,-Inf,-Inf,-Inf,-Inf,-Inf
"Bowron Pit","2019","May","min",5.14,-2.36,9.46,0,921.35,44.14,-2.98,0.04,284.36,4.03,72.28,0.16,Inf,Inf,Inf,Inf,Inf
"Bowron Pit","2019","May","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,31,31
"Bowron Pit","2019","Jun","mean",12.29,5.04,19.08,1.53,932.59,76.15,7.48,0.19,354.09,5.5,198.17,0.22,NA,NA,NA,NA,NA
"Bowron Pit","2019","Jun","max",17.41,10.49,26.65,8.2,941,92.58,11.99,0.71,75.24,11.07,328.06,0.24,-Inf,-Inf,-Inf,-Inf,-Inf
"Bowron Pit","2019","Jun","min",6.7,-1.24,10.44,0,927.52,58.98,2.95,0.02,290.43,3.52,72.96,0.2,Inf,Inf,Inf,Inf,Inf
"Bowron Pit","2019","Jun","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,30,30
"Bowron Pit","2019","Jul","mean",14.54,8.79,20.45,2.98,932.3,81.14,10.81,0.15,333.8,4.74,179.08,0.23,NA,NA,NA,NA,NA
"Bowron Pit","2019","Jul","max",18.64,12.36,28.3,16.4,938.33,96.9,13.7,0.54,64.57,7.55,306.71,0.25,-Inf,-Inf,-Inf,-Inf,-Inf
"Bowron Pit","2019","Jul","min",10.98,1.91,15.53,0,921.25,68.17,6.6,0,273.25,3.52,82.64,0.21,Inf,Inf,Inf,Inf,Inf
"Bowron Pit","2019","Jul","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,31,31
"Bowron Pit","2019","Aug","mean",14.02,7.77,20.73,2.43,932.4,81.31,10.34,0.11,332.62,4.51,179.67,0.23,NA,NA,NA,NA,NA
"Bowron Pit","2019","Aug","max",19.72,13.11,28.74,16.6,940.17,97.4,14.78,0.38,87.8,10.07,276.76,0.26,-Inf,-Inf,-Inf,-Inf,-Inf
"Bowron Pit","2019","Aug","min",10.3,0.6,14.6,0,923.3,66.66,5.78,0,276.68,1.51,68.53,0.2,Inf,Inf,Inf,Inf,Inf
"Bowron Pit","2019","Aug","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,31,31
"Bowron Pit","2019","Sep","mean",9.89,4.56,15.64,1.73,931.13,85.95,7.31,0.15,355.28,4.66,108.72,0.22,NA,NA,NA,NA,NA
"Bowron Pit","2019","Sep","max",16,9.58,25.07,8.6,939.12,98.7,11.68,0.73,80.02,9.06,204.05,0.25,-Inf,-Inf,-Inf,-Inf,-Inf
"Bowron Pit","2019","Sep","min",0.62,-7.38,7.97,0,922.64,66.01,-4.99,0,279.08,2.52,25.09,0.2,Inf,Inf,Inf,Inf,Inf
"Bowron Pit","2019","Sep","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,30,30
"Bowron Pit","2019","Oct","mean",2.7,-1.84,7.41,2.91,933.26,85.51,0.24,0.29,338.98,6.04,62.88,0.24,NA,NA,NA,NA,NA
"Bowron Pit","2019","Oct","max",7.59,5.36,13.4,21.8,948.88,97.73,4.82,0.98,89.48,11.58,133.47,0.27,-Inf,-Inf,-Inf,-Inf,-Inf
"Bowron Pit","2019","Oct","min",-4.75,-8.93,-0.51,0,911.58,66.84,-8.92,0,271.07,1.51,13.53,0.23,Inf,Inf,Inf,Inf,Inf
"Bowron Pit","2019","Oct","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,31,31
"Bowron Pit","2019","Nov","mean",-1.67,-5.14,2.46,4.1,934.42,91.27,-3,0.24,335.82,5.18,23.4,0.24,NA,NA,NA,NA,0.12
"Bowron Pit","2019","Nov","max",8.25,4.87,10.96,24.8,949.33,99.88,5.24,1.49,54.51,13.09,42.9,0.27,-Inf,-Inf,-Inf,-Inf,2.62
"Bowron Pit","2019","Nov","min",-17.82,-22.78,-9.4,0,922.99,70.54,-19.47,0,270.97,1.51,3.63,0.12,Inf,Inf,Inf,Inf,0
"Bowron Pit","2019","Nov","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,30,0
"Bowron Pit","2019","Dec","mean",-5.76,-10.3,-1.97,1.98,928.16,94.57,-6.52,0.11,359.2,3.59,14.81,0.15,NA,NA,NA,NA,20.47
"Bowron Pit","2019","Dec","max",1.32,-0.34,4.97,28,940.43,99.89,0.9,1.01,80.5,11.07,37.9,0.18,-Inf,-Inf,-Inf,-Inf,32.13
"Bowron Pit","2019","Dec","min",-14.85,-21.82,-8.6,0,917.13,85.92,-16.33,0,278.03,0,2.95,0.11,Inf,Inf,Inf,Inf,0
"Bowron Pit","2019","Dec","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,31,0
"Bowron Pit","2020","Jan","mean",-8.09,-13.61,-3.12,1.27,926.83,84.34,-10.42,0.39,328.7,6.72,21.25,0.22,NA,NA,NA,NA,50.62
"Bowron Pit","2020","Jan","max",4,1.53,7.49,12.8,943.7,97.18,1.37,1.89,33.1,18.12,43.73,0.23,-Inf,-Inf,-Inf,-Inf,67.71
"Bowron Pit","2020","Jan","min",-37.86,-45.01,-26.49,0,913.07,54.55,-40.67,0,291.53,2.01,5.3,0.18,Inf,Inf,Inf,Inf,30.33
"Bowron Pit","2020","Jan","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,31,0
"Bowron Pit","2020","Feb","mean",-2.27,-7.66,2.21,1.04,931.51,82.75,-5.08,0.33,357.02,6.2,49.35,0.23,NA,NA,NA,NA,49.92
"Bowron Pit","2020","Feb","max",3.77,0.85,7.72,4.4,942.28,97.58,-0.33,1.51,86.22,12.58,106.76,0.24,-Inf,-Inf,-Inf,-Inf,62.76
"Bowron Pit","2020","Feb","min",-9.65,-18.03,-3.24,0,919.11,49.99,-12.88,0,272.44,3.02,10.87,0.23,Inf,Inf,Inf,Inf,36.02
"Bowron Pit","2020","Feb","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,29,29,29,29,0
"Bowron Pit","2020","Mar","mean",-4.01,-10.7,2.27,1.95,930.24,75.86,-8.18,0.46,355.09,6.35,112.78,0.23,NA,NA,NA,NA,66.7
"Bowron Pit","2020","Mar","max",2.65,0.5,8.96,11.4,947.27,94.09,1.69,1.84,80.42,11.58,191.24,0.25,-Inf,-Inf,-Inf,-Inf,74.06
"Bowron Pit","2020","Mar","min",-15.65,-26.25,-10.93,0,917.66,59.26,-22.35,0,282.3,2.52,27.27,0.23,Inf,Inf,Inf,Inf,62.08
"Bowron Pit","2020","Mar","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,31,0
"Bowron Pit","2020","Apr","mean",1.88,-5.5,8.9,0.77,933.05,67.35,-4.5,0.47,351.2,6.54,179.62,0.24,NA,NA,NA,NA,34.68
"Bowron Pit","2020","Apr","max",8.65,4.04,18.08,7.4,945.39,94.34,3.88,1.13,86.93,10.57,267.75,0.26,-Inf,-Inf,-Inf,-Inf,64.49
"Bowron Pit","2020","Apr","min",-10.9,-18.7,-3.57,0,922.7,48.83,-16.5,0.02,270.5,4.53,68.69,0.23,Inf,Inf,Inf,Inf,0
"Bowron Pit","2020","Apr","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,30,0
"Bowron Pit","2020","May","mean",9.54,2.1,16.46,2.43,931.53,71.92,3.63,0.46,345.58,5.99,205.27,0.32,NA,NA,NA,NA,2.26
"Bowron Pit","2020","May","max",13.75,7.89,23.02,14.8,946.15,91.77,10.51,1.53,80.19,9.56,320.93,0.4,-Inf,-Inf,-Inf,-Inf,11.17
