"Site","years","months","monthly","Temp_avg","Temp_min","Temp_max","Rain_sum","Pressure_avg","RH_avg","DP_avg","WS_avg","WD_avg","GS_max","SR_avg"
"Kluskus","2018","Sep","min",-2.36,-9.1,1.32,0,882.87,60,-6.65,0.01,278.74,2.52,32.85
"Kluskus","2018","Sep","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Kluskus","2018","Oct","mean",-3.78,-10.89,2.57,0.2,887.36,70.81,-8.75,0.85,30.47,7.13,100.89
"Kluskus","2018","Oct","max",-2.1,-6.58,4.74,0.6,887.89,71.7,-6.62,1.72,81.25,9.57,142.12
"Kluskus","2018","Oct","min",-4.75,-14.39,1.15,0,886.47,70.08,-9.93,0.09,3.26,4.28,69.52
"Kluskus","2018","Oct","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Mackenzie Junction","2010","Apr","mean",7.74,-0.6,14.52,0,927.25,57.8,-1.18,1.3,4.25,6.95,184.15
"Mackenzie Junction","2010","Apr","max",7.98,-0.51,15.18,0,927.6,59.2,-0.46,1.5,55.2,8,218.2
"Mackenzie Junction","2010","Apr","min",7.5,-0.68,13.86,0,926.9,56.4,-1.89,1.1,313.3,5.9,150.1
"Mackenzie Junction","2010","Apr","obs_na",1,1,1,1,1,1,1,1,1,1,1
"Mackenzie Junction","2010","May","mean",8.46,0.72,15.11,0.94,930.47,54.84,-1.51,1.63,350.29,8.83,216.84
"Mackenzie Junction","2010","May","max",15.46,12.15,22.25,7.6,942.9,91.7,7.04,2.8,80.8,13.5,301.6
"Mackenzie Junction","2010","May","min",1.41,-8.6,6.69,0,920,34.6,-10.31,0.9,292.3,5,77.1
"Mackenzie Junction","2010","May","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Mackenzie Junction","2010","Jun","mean",12.62,4.21,19.74,2.03,929.9,60.77,3.83,1.69,319.37,8.57,248.4
"Mackenzie Junction","2010","Jun","max",18.28,11.08,27.04,26.4,936.2,87.2,11.65,2.6,65,16,344
"Mackenzie Junction","2010","Jun","min",7.83,-1.3,13.47,0,916.3,43.8,-1.12,1.1,279,5.4,96.3
"Mackenzie Junction","2010","Jun","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Mackenzie Junction","2010","Jul","mean",15.65,7.29,23.27,0.55,931.36,61.85,7.23,1.57,339.6,7.57,228.98
"Mackenzie Junction","2010","Jul","max",21.4,16.13,31.23,9.6,937.4,84.7,11.01,2.7,82,10.6,323.7
"Mackenzie Junction","2010","Jul","min",10.79,1.64,15.06,0,922.5,45.9,1.13,1,276.2,5.2,84.5
"Mackenzie Junction","2010","Jul","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Mackenzie Junction","2010","Aug","mean",14.51,7.36,21.55,1.1,929.95,67.29,7.42,1.48,320.71,6.88,179.01
"Mackenzie Junction","2010","Aug","max",20.83,14.6,31.82,9.8,940.1,93.8,11.38,2.5,75.3,11.9,268.7
"Mackenzie Junction","2010","Aug","min",6.05,-0.79,12.17,0,922.2,43,0.49,0.9,272,3.9,59.3
"Mackenzie Junction","2010","Aug","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Mackenzie Junction","2010","Sep","mean",7.8,1.94,14.4,2.35,930.04,76.84,3.52,1.56,331.42,7.5,121.98
"Mackenzie Junction","2010","Sep","max",12.26,8.97,22.25,26.2,938.6,92.1,9.2,2.9,88.5,13.2,183.2
"Mackenzie Junction","2010","Sep","min",2.59,-7.84,7.65,0,919.4,54.8,-3.89,0.7,270.2,3.5,29.8
"Mackenzie Junction","2010","Sep","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Mackenzie Junction","2010","Oct","mean",4.59,0.76,8.8,1.66,928.07,81.57,1.35,1.49,319.94,6.63,54.59
"Mackenzie Junction","2010","Oct","max",13.84,9.83,20.84,6.2,938.1,96.3,6.44,3.3,70.6,14.3,143.2
"Mackenzie Junction","2010","Oct","min",-0.27,-4.17,1.81,0,911.5,60.4,-3.18,0.3,271.5,2.4,13.9
"Mackenzie Junction","2010","Oct","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Mackenzie Junction","2010","Nov","mean",-5.25,-8.71,-2.25,0.85,930.75,82.32,-7.92,1.37,343.32,6.17,28.02
"Mackenzie Junction","2010","Nov","max",5.41,1.07,10.03,17,943.1,96.2,1.74,2.9,88.7,15,76.9
"Mackenzie Junction","2010","Nov","min",-20.79,-24.54,-17.12,0,919,52.3,-27.88,0,271.1,0,7.9
"Mackenzie Junction","2010","Nov","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Mackenzie Junction","2010","Dec","mean",-10.15,-13.47,-6.74,0.15,926.25,88.74,-11.62,0.82,325.04,4.1,14.28
"Mackenzie Junction","2010","Dec","max",0.44,-0.37,3.3,4.8,941.7,95.5,-0.36,1.6,47.9,7.4,40.4
"Mackenzie Junction","2010","Dec","min",-21.92,-26.08,-19.15,0,905.1,79.8,-23.73,0,274.2,0.2,3.5
"Mackenzie Junction","2010","Dec","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Mackenzie Junction","2011","Jan","mean",-10.1,-14.07,-6.74,1.11,933.27,84.76,-12.18,1.53,318.3,6.38,23.91
"Mackenzie Junction","2011","Jan","max",2.05,0.61,4.87,11.2,950.7,95.5,1.24,2.8,79.4,10.6,63.2
"Mackenzie Junction","2011","Jan","min",-25.65,-31.55,-23.78,0,920.4,69,-28.93,0,272.4,0,4.8
"Mackenzie Junction","2011","Jan","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Mackenzie Junction","2011","Feb","mean",-7.24,-12.79,-3.3,0.88,939.02,83.17,-9.63,1.57,331.65,6.18,36.53
"Mackenzie Junction","2011","Feb","max",2.23,-2.22,4.74,4.4,949.4,90,-0.28,2.8,83.3,8.4,76.2
"Mackenzie Junction","2011","Feb","min",-15.43,-24.99,-8.73,0,926.9,76.7,-18.48,0.5,282.6,3.5,14.4
"Mackenzie Junction","2011","Feb","obs_na",18,18,18,18,18,18,18,18,18,18,18
"Mackenzie Junction","2011","Mar","mean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mackenzie Junction","2011","Mar","max",-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Mackenzie Junction","2011","Mar","min",Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
"Mackenzie Junction","2011","Mar","obs_na",31,31,31,31,31,31,31,31,31,31,31
"Mackenzie Junction","2011","Apr","mean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mackenzie Junction","2011","Apr","max",-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Mackenzie Junction","2011","Apr","min",Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
"Mackenzie Junction","2011","Apr","obs_na",30,30,30,30,30,30,30,30,30,30,30
"Mackenzie Junction","2011","May","mean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mackenzie Junction","2011","May","max",-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Mackenzie Junction","2011","May","min",Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
"Mackenzie Junction","2011","May","obs_na",31,31,31,31,31,31,31,31,31,31,31
"Mackenzie Junction","2011","Jun","mean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mackenzie Junction","2011","Jun","max",-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Mackenzie Junction","2011","Jun","min",Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
"Mackenzie Junction","2011","Jun","obs_na",30,30,30,30,30,30,30,30,30,30,30
"Mackenzie Junction","2011","Jul","mean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mackenzie Junction","2011","Jul","max",-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Mackenzie Junction","2011","Jul","min",Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
"Mackenzie Junction","2011","Jul","obs_na",31,31,31,31,31,31,31,31,31,31,31
"Mackenzie Junction","2011","Aug","mean",12.27,5.33,19.39,1.12,929.02,73.63,6.96,1.42,329.97,7,174.57
"Mackenzie Junction","2011","Aug","max",16.72,13.02,26.79,8.2,933.8,86,12.83,2.1,87,10.4,284.2
"Mackenzie Junction","2011","Aug","min",7.82,-0.26,12.05,0,919.4,56.4,3.06,0.8,271.3,4.1,51.1
"Mackenzie Junction","2011","Aug","obs_na",8,8,7,7,7,8,8,7,7,7,8
"Mackenzie Junction","2011","Sep","mean",10.45,4.23,16.55,0.58,929.08,76.21,5.94,1.47,343.5,7.84,115.64
"Mackenzie Junction","2011","Sep","max",19.45,12.85,28.27,5.2,939.2,93.4,11.69,2.9,87.1,18.7,200.2
"Mackenzie Junction","2011","Sep","min",5.28,-2.54,7.19,0,915.4,59.2,0.75,0.4,273,3.9,33.5
"Mackenzie Junction","2011","Sep","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Mackenzie Junction","2011","Oct","mean",3.06,-1.54,7.69,NA,928.32,84.27,0.47,1.47,19.94,6.7,63.76
"Mackenzie Junction","2011","Oct","max",7.6,4.3,13.67,-Inf,939.5,95.4,4.91,2.6,88.3,12.1,126.5
"Mackenzie Junction","2011","Oct","min",-0.17,-5.76,1.97,Inf,917.3,64.9,-3.31,0.5,274.9,3.9,17.1
"Mackenzie Junction","2011","Oct","obs_na",0,0,0,31,0,0,0,0,0,0,0
"Mackenzie Junction","2011","Nov","mean",-4.39,-8.42,-1.2,NA,922.86,86.69,-6.33,1.37,12.36,5.99,24.53
"Mackenzie Junction","2011","Nov","max",2.14,0.11,4.48,-Inf,947.9,95.3,1.05,3.2,88.8,10.6,60.8
"Mackenzie Junction","2011","Nov","min",-21.52,-28.09,-17.25,Inf,904,66.4,-23.86,0,273.6,0,5.4
"Mackenzie Junction","2011","Nov","obs_na",0,0,0,30,0,0,0,0,0,0,0
"Mackenzie Junction","2011","Dec","mean",-4.88,-9.13,-1.59,NA,931.33,86.83,-6.8,1.38,9.29,6.33,17.55
"Mackenzie Junction","2011","Dec","max",1.93,-1.5,3.59,-Inf,947.8,95.2,-1.19,3.2,88.6,12.4,41.9
"Mackenzie Junction","2011","Dec","min",-16.54,-20.26,-8.73,Inf,908.7,67.5,-18.65,0,277.4,0,4.6
"Mackenzie Junction","2011","Dec","obs_na",0,0,0,31,0,0,0,0,0,0,0
"Mackenzie Junction","2012","Jan","mean",-8.92,-13.33,-5.25,NA,926.41,81.35,-11.58,1.83,4.74,7.27,28.65
"Mackenzie Junction","2012","Jan","max",2.78,0.36,6.81,-Inf,946.8,94.5,1.6,2.8,89.1,11.3,56.2
"Mackenzie Junction","2012","Jan","min",-34.99,-40.82,-27.28,Inf,904.8,47.9,-38.5,0.3,273.6,2.2,4.4
"Mackenzie Junction","2012","Jan","obs_na",0,0,0,31,0,0,0,0,0,0,0
"Mackenzie Junction","2012","Feb","mean",-6.02,-11.32,-0.37,NA,930.43,82.29,-8.7,1.13,342.1,5.64,64.4
"Mackenzie Junction","2012","Feb","max",2.05,-0.96,5.69,-Inf,942,93.3,-0.3,2.7,83.5,10.6,125.4
"Mackenzie Junction","2012","Feb","min",-14.77,-24.32,-6.39,Inf,915.9,59.7,-17.57,0.2,270.1,2.8,22.3
"Mackenzie Junction","2012","Feb","obs_na",0,0,0,29,0,0,0,0,0,0,0
"Mackenzie Junction","2012","Mar","mean",-2.38,-8.53,3.89,NA,918.94,72.9,-7.05,1.45,0.77,7.52,117.93
"Mackenzie Junction","2012","Mar","max",4.07,0.22,11.18,-Inf,933.1,91.5,-0.82,2.6,89.8,14.5,224.1
"Mackenzie Junction","2012","Mar","min",-11.49,-23.36,-4.32,Inf,905.3,58,-15.44,0.7,271.4,3.7,23.8
"Mackenzie Junction","2012","Mar","obs_na",0,0,0,31,0,0,0,0,0,0,0
"Mackenzie Junction","2012","Apr","mean",2.77,-3.57,9.47,NA,927.28,71.59,-2.55,1.26,352.63,6.65,168.15
"Mackenzie Junction","2012","Apr","max",6.48,0.88,15.75,-Inf,941.4,92.7,1.88,3.2,88,10.2,269.8
"Mackenzie Junction","2012","Apr","min",-1.56,-9.78,3.25,Inf,915.1,52.3,-9.38,0.5,270.8,3.7,54.9
"Mackenzie Junction","2012","Apr","obs_na",0,0,0,30,0,0,0,0,0,0,0
"Mackenzie Junction","2012","May","mean",7.93,-0.08,15.12,NA,928.55,60.93,-0.36,1.65,313.85,8.48,216.9
"Mackenzie Junction","2012","May","max",14.44,7.02,23.55,-Inf,939.4,87.1,7.35,2.7,41.6,12.1,345.2
"Mackenzie Junction","2012","May","min",1.62,-6.23,7.82,Inf,918.3,42.6,-8.18,0.8,272.1,4.6,127.4
"Mackenzie Junction","2012","May","obs_na",0,0,0,31,0,0,0,0,0,0,0
"Mackenzie Junction","2012","Jun","mean",12.25,6.32,17.79,3.59,926.02,72.07,6.61,1.55,339.48,7.61,179.06
"Mackenzie Junction","2012","Jun","max",20.03,17.3,24.97,18.2,932.5,95.9,10.78,2.5,89.6,12.8,311.4
"Mackenzie Junction","2012","Jun","min",7.6,-1.93,10.57,0,917.8,49,-0.86,0.7,271.7,5.6,48.6
"Mackenzie Junction","2012","Jun","obs_na",0,0,0,11,0,0,0,0,0,0,13
"Mackenzie Junction","2012","Jul","mean",16.62,8.22,24.64,1.14,930.24,67.95,9.56,1.27,318.01,7.06,NA
"Mackenzie Junction","2012","Jul","max",20.81,12.92,30.02,13.8,934.7,85.7,13.88,2.3,78.4,11.7,-Inf
"Mackenzie Junction","2012","Jul","min",10.99,3.01,13.11,0,922.1,47.1,5.07,0.6,275.8,4.8,Inf
"Mackenzie Junction","2012","Jul","obs_na",0,0,0,0,0,0,0,0,0,0,31
"Mackenzie Junction","2012","Aug","mean",14.55,6.45,22.85,0.94,930.99,71.77,8.69,1.3,331.25,6.95,NA
"Mackenzie Junction","2012","Aug","max",19.42,13.21,30.44,9.4,936.6,87.5,12.39,2.1,90,10.2,-Inf
"Mackenzie Junction","2012","Aug","min",8.93,-0.4,12.73,0,926.7,58.4,4.9,0.7,275.4,4.1,Inf
"Mackenzie Junction","2012","Aug","obs_na",0,0,0,0,0,0,0,0,0,0,31
"Mackenzie Junction","2012","Sep","mean",10.7,2.73,18.73,0.91,932.61,71.93,5.12,1.47,359.52,6.86,NA
"Mackenzie Junction","2012","Sep","max",15.03,7.37,25.99,8.8,940.1,89.2,8.48,2.5,89.6,11,-Inf
"Mackenzie Junction","2012","Sep","min",5.82,-3.39,8.57,0,919.3,47.4,-0.21,0.6,272.6,4.1,Inf
"Mackenzie Junction","2012","Sep","obs_na",0,0,0,0,0,0,0,0,0,0,30
"Mackenzie Junction","2012","Oct","mean",-0.14,-5.12,4.84,1.57,930.48,77.46,-3.86,1.49,12.04,6.57,60.95
"Mackenzie Junction","2012","Oct","max",10.66,6.64,17.23,11.4,946.2,95.6,6.95,2.9,86.7,13.2,115.9
"Mackenzie Junction","2012","Oct","min",-14.93,-22.63,-9.68,0,913.7,60.5,-17.83,0.4,275.3,3.2,22.5
"Mackenzie Junction","2012","Oct","obs_na",0,0,0,0,0,0,0,0,0,0,19
"Mackenzie Junction","2012","Nov","mean",-5.82,-9.48,-2.32,0.95,928.02,85.96,-7.84,1.35,39.88,6.03,26.92
"Mackenzie Junction","2012","Nov","max",3.71,0.83,7.39,12.4,938.2,94.6,1.93,3.3,87.6,12.6,75.9
"Mackenzie Junction","2012","Nov","min",-15.95,-22.52,-13.16,0,911.6,68.6,-19.17,0.1,271.5,2.2,7.7
"Mackenzie Junction","2012","Nov","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Mackenzie Junction","2012","Dec","mean",-12.32,-16.35,-9.19,0,924.16,86.78,-14.08,1.11,26.83,5.41,15.84
"Mackenzie Junction","2012","Dec","max",-0.72,-5.39,1.48,0,936.7,94.5,-1.78,2.7,89.3,10.6,42.9
"Mackenzie Junction","2012","Dec","min",-26.9,-31.7,-19.61,0,909.6,71.4,-29.31,0,272.9,1.7,2.8
"Mackenzie Junction","2012","Dec","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Mackenzie Junction","2013","Jan","mean",-7.81,-12.33,-3.94,0.49,931.42,85.86,-9.85,0.96,354.97,4.87,22.47
"Mackenzie Junction","2013","Jan","max",4.44,3.41,6.46,7.6,943.5,94,0.08,3.6,90,11.9,72.1
"Mackenzie Junction","2013","Jan","min",-21.88,-26.85,-17.38,0,916.3,64.9,-24.52,0.1,274.2,1.5,5.8
"Mackenzie Junction","2013","Jan","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Mackenzie Junction","2013","Feb","mean",-2.34,-6.9,1.4,1.11,927.09,88.13,-4.1,1.46,16.74,6.59,53.14
"Mackenzie Junction","2013","Feb","max",2.16,-0.51,5.13,7.8,940.4,93.5,0.07,2.5,87.1,12.3,101.1
"Mackenzie Junction","2013","Feb","min",-8.36,-18.16,-3.87,0,908,74.1,-9.9,0.1,270.3,2.4,18.8
"Mackenzie Junction","2013","Feb","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Mackenzie Junction","2013","Mar","mean",-5.09,-12.67,2.11,0.39,930.99,75.77,-9.17,1.15,351.13,6.35,130.09
"Mackenzie Junction","2013","Mar","max",3.91,-2.48,11.98,6.4,939,93.3,-1.11,3.4,84.2,11.3,218.9
"Mackenzie Junction","2013","Mar","min",-12.91,-22.47,-10.58,0,909.8,52.7,-16.15,0.1,270.2,2.8,45.3
"Mackenzie Junction","2013","Mar","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Mackenzie Junction","2013","Apr","mean",1.44,-4.33,6.56,0.56,929.3,63.07,-5.48,1.67,6.46,7.95,177.32
"Mackenzie Junction","2013","Apr","max",9.07,6.48,14.34,4.4,941.3,92,1.71,3.5,88.2,13.5,282.7
"Mackenzie Junction","2013","Apr","min",-7.35,-13.24,-3.42,0,920.2,48,-13.74,0.4,274.7,3.9,36.2
"Mackenzie Junction","2013","Apr","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Mackenzie Junction","2013","May","mean",10.19,1.77,17.93,1.32,930.91,64.13,2.6,1.32,321.34,7.9,235.22
"Mackenzie Junction","2013","May","max",15.02,8.94,25.5,12.2,941.9,90.2,9.75,2.6,80.8,11.7,349.2
"Mackenzie Junction","2013","May","min",1.48,-6.33,6.59,0,921.9,41.6,-4.08,0.6,274.9,5.2,122.3
"Mackenzie Junction","2013","May","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Mackenzie Junction","2013","Jun","mean",14.3,6.57,21.26,0.97,930.44,68.78,7.78,1.37,342.48,8.37,236.31
"Mackenzie Junction","2013","Jun","max",19.48,12.2,29.57,3.8,936.5,86.2,12.72,2.2,86.2,18,360.9
"Mackenzie Junction","2013","Jun","min",9.81,0,15.34,0,918.6,52.5,2.48,0.7,272.6,5.2,109.3
"Mackenzie Junction","2013","Jun","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Mackenzie Junction","2013","Jul","mean",15.34,6.94,23,1.26,931.91,69.68,8.89,1.3,327.85,7.48,258.87
"Mackenzie Junction","2013","Jul","max",20.85,12.15,31.87,8.2,936.1,89.9,13.15,2,72.3,14.3,356.5
"Mackenzie Junction","2013","Jul","min",9.02,1.99,12.73,0,923.9,51.5,4.48,0.7,281.6,4.5,99.3
"Mackenzie Junction","2013","Jul","obs_na",0,0,0,0,0,0,0,0,0,0,25
"Mackenzie Junction","2013","Aug","mean",15.42,8.57,23.08,2.88,928.93,77.85,11.01,1.13,326.27,7.16,NA
"Mackenzie Junction","2013","Aug","max",19.75,12.56,30.19,25.2,933.5,94.8,14.19,2,88.3,13.5,-Inf
"Mackenzie Junction","2013","Aug","min",11.58,1.75,15.49,0,923.2,63.7,5.08,0.5,271.5,4.1,Inf
"Mackenzie Junction","2013","Aug","obs_na",0,0,0,0,0,0,0,0,0,0,31
"Mackenzie Junction","2013","Sep","mean",11.61,4.73,19.46,1.67,924.66,77.22,7.08,1.26,340.37,6.4,NA
"Mackenzie Junction","2013","Sep","max",18.36,14.07,29.41,16.4,936,94.5,11.77,2.4,87.7,9.3,-Inf
"Mackenzie Junction","2013","Sep","min",4.29,-3.6,8.87,0,904.3,63.4,0.67,0.5,270.5,3.2,Inf
"Mackenzie Junction","2013","Sep","obs_na",0,0,0,0,0,0,0,0,0,0,30
"Mackenzie Junction","2013","Oct","mean",4.08,-0.3,8.89,1.32,932.41,87.01,1.98,0.92,344.05,4.47,59.97
"Mackenzie Junction","2013","Oct","max",8.97,5.69,15.75,18.8,944.6,96.9,6.65,2,86.1,9.1,82.7
"Mackenzie Junction","2013","Oct","min",-2.3,-9.51,3.67,0,915.3,71,-6.69,0,270.3,0,38.9
"Mackenzie Junction","2013","Oct","obs_na",0,0,0,0,0,0,0,0,0,0,24
"Mackenzie Junction","2013","Nov","mean",-4.16,-8.03,-1.06,0.96,930.23,87.69,-5.95,0.83,358.97,4.99,27.28
"Mackenzie Junction","2013","Nov","max",2.76,0.16,5.67,12.6,944.8,96.2,1.47,2.1,87.3,10.2,76.4
"Mackenzie Junction","2013","Nov","min",-21.69,-27.83,-15.75,0,909.4,74.1,-24.99,0,270.8,0,4.1
"Mackenzie Junction","2013","Nov","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Mackenzie Junction","2013","Dec","mean",-9.46,-13.44,-5.41,1.8,931.95,87.07,-11.24,0.96,337.42,5.54,15.91
"Mackenzie Junction","2013","Dec","max",1.28,0.11,4.01,17.4,948.9,96.4,0.63,2,84.3,11.3,41.1
"Mackenzie Junction","2013","Dec","min",-24.82,-30.9,-17.55,0,917.8,74.5,-27.26,0,271.7,0,2.8
"Mackenzie Junction","2013","Dec","obs_na",0,0,0,0,0,0,0,12,0,12,0
"Mackenzie Junction","2014","Jan","mean",-4.92,-8.95,-1.53,0.85,931.78,89.65,-6.42,0.82,2.14,4.74,24.03
"Mackenzie Junction","2014","Jan","max",2.48,-0.28,5.44,13.2,946.2,97.2,0.13,3.4,89.7,13.7,64.3
"Mackenzie Junction","2014","Jan","min",-17.92,-25.56,-11.43,0,900,68,-20.15,0,272.7,0,4.6
"Mackenzie Junction","2014","Jan","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Mackenzie Junction","2014","Feb","mean",-15.74,-22.56,-8.22,0.03,930.46,79.66,-18.58,0.81,3.92,5.86,71.38
"Mackenzie Junction","2014","Feb","max",-3.77,-7.54,0.25,0.8,953.2,90.7,-5.5,1.6,87.1,9.5,131.6
"Mackenzie Junction","2014","Feb","min",-27.32,-36.51,-17.38,0,905.9,58.1,-30.47,0,273.5,1.7,12.4
"Mackenzie Junction","2014","Feb","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Mackenzie Junction","2014","Mar","mean",-6.75,-13.57,-0.65,0.72,928.54,65.99,-12.46,1.54,352.98,7.55,132.55
"Mackenzie Junction","2014","Mar","max",4,0.93,8.87,16,944.1,91.9,1.31,2.7,87.3,11.3,218.2
"Mackenzie Junction","2014","Mar","min",-24.27,-36.24,-15.91,0,916.6,43.2,-29.56,0.3,271.3,3,25.1
"Mackenzie Junction","2014","Mar","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Mackenzie Junction","2014","Apr","mean",3.09,-2.97,8.96,1.02,925.52,70.27,-2.38,1.47,346.44,6.95,165.87
"Mackenzie Junction","2014","Apr","max",8.92,1.1,15.87,9.2,942,89.6,2.93,2.8,89.8,10.8,253.7
"Mackenzie Junction","2014","Apr","min",-3.51,-15.18,3.88,0,915.8,49.9,-12,0.3,272.2,3.2,53.4
"Mackenzie Junction","2014","Apr","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Mackenzie Junction","2014","May","mean",9.65,1.38,16.72,0.93,930.12,59.61,1.16,1.75,340.39,8.38,241.65
"Mackenzie Junction","2014","May","max",13.85,8.67,20.91,8.6,942,86.2,9.32,3,88.1,12.6,309.8
"Mackenzie Junction","2014","May","min",2.57,-6.2,5.36,0,918.9,32.9,-9.18,0.9,271.8,5.6,120.8
"Mackenzie Junction","2014","May","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Mackenzie Junction","2014","Jun","mean",13.18,5.13,20.24,0.57,927.85,63.11,5.38,1.59,333.31,7.51,247.09
"Mackenzie Junction","2014","Jun","max",17.12,11.61,25.23,5.2,935.6,81.2,11.41,2.3,74.7,10.8,371.7
"Mackenzie Junction","2014","Jun","min",5.02,-0.42,10.1,0,921.5,43.9,0.67,1.1,275.3,4.8,105.1
"Mackenzie Junction","2014","Jun","obs_na",0,0,0,0,4,0,0,0,0,0,0
"Mackenzie Junction","2014","Jul","mean",17.35,8.64,25.34,0.47,NA,62.07,8.8,1.5,317.83,7.74,247.11
"Mackenzie Junction","2014","Jul","max",23.35,12.22,35.02,4.4,-Inf,86.2,11.02,2.2,89.3,13.7,338.9
"Mackenzie Junction","2014","Jul","min",13.07,3.56,14.67,0,Inf,42.4,5.09,1,279.7,5,61.6
"Mackenzie Junction","2014","Jul","obs_na",0,0,0,0,31,0,0,0,0,0,0
"Mackenzie Junction","2014","Aug","mean",15.37,5.68,24.14,0.33,932.03,65.06,7.72,1.36,322.83,6.84,207.39
"Mackenzie Junction","2014","Aug","max",20.62,12.8,33.11,3.6,940.8,82.9,12.89,2.2,75.9,9.8,284.7
"Mackenzie Junction","2014","Aug","min",9.57,-2.07,14.98,0,923.5,52.3,1.67,0.8,271.6,4.1,70.3
"Mackenzie Junction","2014","Aug","obs_na",0,0,0,0,5,0,0,0,0,0,0
"Mackenzie Junction","2014","Sep","mean",10.04,2.73,17.43,1.12,931.54,75.2,5.27,1.33,322.68,6.57,127.53
"Mackenzie Junction","2014","Sep","max",16.26,9.71,26.23,13,948.1,92.3,9.44,2.3,87.7,11.3,220
"Mackenzie Junction","2014","Sep","min",1.27,-8.5,5.62,0,920.1,59.3,-7.21,0.7,272.3,4.5,43.5
"Mackenzie Junction","2014","Sep","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Mackenzie Junction","2014","Oct","mean",5.63,1.94,9.2,4.55,925.91,88.39,3.74,1.26,346.39,6.05,56.05
"Mackenzie Junction","2014","Oct","max",12.03,8.62,17.82,29.2,940.9,97.2,9.36,2.1,88.7,8.7,115.7
"Mackenzie Junction","2014","Oct","min",0.14,-3.54,1.07,0,916.1,76.4,-1.79,0.1,271.3,2,7
"Mackenzie Junction","2014","Oct","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Mackenzie Junction","2014","Nov","mean",-5.93,-9.22,-2.76,1.61,934.48,89.17,-7.45,0.84,352.87,4.74,28.26
"Mackenzie Junction","2014","Nov","max",3.1,1.53,7.12,11,952.4,97.8,2.55,2.4,89.9,11.3,69.5
"Mackenzie Junction","2014","Nov","min",-23.97,-27.96,-19.06,0,913.2,66.8,-26.53,0,270.9,0,8.1
"Mackenzie Junction","2014","Nov","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Mackenzie Junction","2014","Dec","mean",-5.6,-8.62,-2.92,1.46,930.19,92.25,-6.66,0.52,336.88,3.81,15.17
"Mackenzie Junction","2014","Dec","max",2.07,-0.31,5.36,21,961,97.8,1.33,2.1,80.8,10.8,34.2
"Mackenzie Junction","2014","Dec","min",-19.08,-25.56,-15.67,0,909.7,74.9,-21.33,0,272.9,0,3.8
"Mackenzie Junction","2014","Dec","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Mackenzie Junction","2015","Jan","mean",-5.48,-8.59,-2.93,0.92,935.83,90.17,-6.84,1.05,13.07,5.13,17.62
