"Site","WS","gseason","WD","n"
"Saxton Lake","(9, Inf]","Summer","30",16
"Saxton Lake","(9, Inf]","Summer","60",889
"Saxton Lake","(9, Inf]","Summer","90",4431
"Saxton Lake","(9, Inf]","Summer","120",430
"Saxton Lake","(9, Inf]","Summer","150",80
"Saxton Lake","(9, Inf]","Summer","180",5
"Saxton Lake","(9, Inf]","Summer","210",13
"Saxton Lake","(9, Inf]","Summer","240",197
"Saxton Lake","(9, Inf]","Summer","270",2856
"Saxton Lake","(9, Inf]","Summer","300",495
"Saxton Lake","(9, Inf]","Summer","330",56
"Saxton Lake","(9, Inf]","Winter","0",32
"Saxton Lake","(9, Inf]","Winter","30",101
"Saxton Lake","(9, Inf]","Winter","60",550
"Saxton Lake","(9, Inf]","Winter","90",2010
"Saxton Lake","(9, Inf]","Winter","120",1618
"Saxton Lake","(9, Inf]","Winter","150",664
"Saxton Lake","(9, Inf]","Winter","180",31
"Saxton Lake","(9, Inf]","Winter","210",34
"Saxton Lake","(9, Inf]","Winter","240",268
"Saxton Lake","(9, Inf]","Winter","270",2019
"Saxton Lake","(9, Inf]","Winter","300",1977
"Saxton Lake","(9, Inf]","Winter","330",599
"Saxton Lake","(6,9]","Summer","0",69
"Saxton Lake","(6,9]","Summer","30",95
"Saxton Lake","(6,9]","Summer","60",1290
"Saxton Lake","(6,9]","Summer","90",2987
"Saxton Lake","(6,9]","Summer","120",962
"Saxton Lake","(6,9]","Summer","150",158
"Saxton Lake","(6,9]","Summer","180",75
"Saxton Lake","(6,9]","Summer","210",87
"Saxton Lake","(6,9]","Summer","240",653
"Saxton Lake","(6,9]","Summer","270",1972
"Saxton Lake","(6,9]","Summer","300",927
"Saxton Lake","(6,9]","Summer","330",198
"Saxton Lake","(6,9]","Winter","0",120
"Saxton Lake","(6,9]","Winter","30",182
"Saxton Lake","(6,9]","Winter","60",611
"Saxton Lake","(6,9]","Winter","90",1838
"Saxton Lake","(6,9]","Winter","120",1517
"Saxton Lake","(6,9]","Winter","150",374
"Saxton Lake","(6,9]","Winter","180",96
"Saxton Lake","(6,9]","Winter","210",152
"Saxton Lake","(6,9]","Winter","240",445
"Saxton Lake","(6,9]","Winter","270",1892
"Saxton Lake","(6,9]","Winter","300",1763
"Saxton Lake","(6,9]","Winter","330",456
"Saxton Lake","(3,6]","Summer","0",242
"Saxton Lake","(3,6]","Summer","30",368
"Saxton Lake","(3,6]","Summer","60",1081
"Saxton Lake","(3,6]","Summer","90",2121
"Saxton Lake","(3,6]","Summer","120",1300
"Saxton Lake","(3,6]","Summer","150",244
"Saxton Lake","(3,6]","Summer","180",192
"Saxton Lake","(3,6]","Summer","210",218
"Saxton Lake","(3,6]","Summer","240",698
"Saxton Lake","(3,6]","Summer","270",1792
"Saxton Lake","(3,6]","Summer","300",1155
"Saxton Lake","(3,6]","Summer","330",389
"Saxton Lake","(3,6]","Winter","0",275
"Saxton Lake","(3,6]","Winter","30",330
"Saxton Lake","(3,6]","Winter","60",831
"Saxton Lake","(3,6]","Winter","90",2495
"Saxton Lake","(3,6]","Winter","120",1817
"Saxton Lake","(3,6]","Winter","150",361
"Saxton Lake","(3,6]","Winter","180",221
"Saxton Lake","(3,6]","Winter","210",308
"Saxton Lake","(3,6]","Winter","240",812
"Saxton Lake","(3,6]","Winter","270",2384
"Saxton Lake","(3,6]","Winter","300",1576
"Saxton Lake","(3,6]","Winter","330",457
"Saxton Lake","(-Inf,3]","Summer","0",323
"Saxton Lake","(-Inf,3]","Summer","30",449
"Saxton Lake","(-Inf,3]","Summer","60",1037
"Saxton Lake","(-Inf,3]","Summer","90",2694
"Saxton Lake","(-Inf,3]","Summer","120",2385
"Saxton Lake","(-Inf,3]","Summer","150",415
"Saxton Lake","(-Inf,3]","Summer","180",217
"Saxton Lake","(-Inf,3]","Summer","210",324
"Saxton Lake","(-Inf,3]","Summer","240",933
"Saxton Lake","(-Inf,3]","Summer","270",2803
"Saxton Lake","(-Inf,3]","Summer","300",1580
"Saxton Lake","(-Inf,3]","Summer","330",501
"Saxton Lake","(-Inf,3]","Winter","0",492
"Saxton Lake","(-Inf,3]","Winter","30",650
"Saxton Lake","(-Inf,3]","Winter","60",1625
"Saxton Lake","(-Inf,3]","Winter","90",6107
"Saxton Lake","(-Inf,3]","Winter","120",3585
"Saxton Lake","(-Inf,3]","Winter","150",741
"Saxton Lake","(-Inf,3]","Winter","180",557
"Saxton Lake","(-Inf,3]","Winter","210",720
"Saxton Lake","(-Inf,3]","Winter","240",1652
"Saxton Lake","(-Inf,3]","Winter","270",5004
"Saxton Lake","(-Inf,3]","Winter","300",2206
"Saxton Lake","(-Inf,3]","Winter","330",722
"Thompson","(9, Inf]","Summer","0",67
"Thompson","(9, Inf]","Summer","30",24
"Thompson","(9, Inf]","Summer","60",21
"Thompson","(9, Inf]","Summer","90",55
"Thompson","(9, Inf]","Summer","120",72
"Thompson","(9, Inf]","Summer","150",259
"Thompson","(9, Inf]","Summer","180",558
"Thompson","(9, Inf]","Summer","210",501
"Thompson","(9, Inf]","Summer","240",536
"Thompson","(9, Inf]","Summer","270",798
"Thompson","(9, Inf]","Summer","300",641
"Thompson","(9, Inf]","Summer","330",991
"Thompson","(9, Inf]","Winter","0",24
"Thompson","(9, Inf]","Winter","30",35
"Thompson","(9, Inf]","Winter","60",81
"Thompson","(9, Inf]","Winter","90",197
"Thompson","(9, Inf]","Winter","120",382
"Thompson","(9, Inf]","Winter","150",682
"Thompson","(9, Inf]","Winter","180",1062
"Thompson","(9, Inf]","Winter","210",695
"Thompson","(9, Inf]","Winter","240",499
"Thompson","(9, Inf]","Winter","270",583
"Thompson","(9, Inf]","Winter","300",324
"Thompson","(9, Inf]","Winter","330",272
"Thompson","(6,9]","Summer","0",268
"Thompson","(6,9]","Summer","30",150
"Thompson","(6,9]","Summer","60",146
"Thompson","(6,9]","Summer","90",182
"Thompson","(6,9]","Summer","120",318
"Thompson","(6,9]","Summer","150",784
"Thompson","(6,9]","Summer","180",1189
"Thompson","(6,9]","Summer","210",586
"Thompson","(6,9]","Summer","240",464
"Thompson","(6,9]","Summer","270",874
"Thompson","(6,9]","Summer","300",800
"Thompson","(6,9]","Summer","330",780
"Thompson","(6,9]","Winter","0",95
"Thompson","(6,9]","Winter","30",162
"Thompson","(6,9]","Winter","60",229
"Thompson","(6,9]","Winter","90",619
"Thompson","(6,9]","Winter","120",1344
"Thompson","(6,9]","Winter","150",1829
"Thompson","(6,9]","Winter","180",1391
"Thompson","(6,9]","Winter","210",375
"Thompson","(6,9]","Winter","240",246
"Thompson","(6,9]","Winter","270",376
"Thompson","(6,9]","Winter","300",319
"Thompson","(6,9]","Winter","330",297
"Thompson","(3,6]","Summer","0",438
"Thompson","(3,6]","Summer","30",267
"Thompson","(3,6]","Summer","60",284
"Thompson","(3,6]","Summer","90",392
"Thompson","(3,6]","Summer","120",905
"Thompson","(3,6]","Summer","150",1277
"Thompson","(3,6]","Summer","180",1048
"Thompson","(3,6]","Summer","210",575
"Thompson","(3,6]","Summer","240",661
"Thompson","(3,6]","Summer","270",922
"Thompson","(3,6]","Summer","300",1005
"Thompson","(3,6]","Summer","330",773
"Thompson","(3,6]","Winter","0",492
"Thompson","(3,6]","Winter","30",545
"Thompson","(3,6]","Winter","60",751
"Thompson","(3,6]","Winter","90",1739
"Thompson","(3,6]","Winter","120",2585
"Thompson","(3,6]","Winter","150",2046
"Thompson","(3,6]","Winter","180",1171
"Thompson","(3,6]","Winter","210",371
"Thompson","(3,6]","Winter","240",270
"Thompson","(3,6]","Winter","270",380
"Thompson","(3,6]","Winter","300",493
"Thompson","(3,6]","Winter","330",463
"Thompson","(-Inf,3]","Summer","0",448
"Thompson","(-Inf,3]","Summer","30",379
"Thompson","(-Inf,3]","Summer","60",487
"Thompson","(-Inf,3]","Summer","90",598
"Thompson","(-Inf,3]","Summer","120",954
"Thompson","(-Inf,3]","Summer","150",1432
"Thompson","(-Inf,3]","Summer","180",1017
"Thompson","(-Inf,3]","Summer","210",653
"Thompson","(-Inf,3]","Summer","240",800
"Thompson","(-Inf,3]","Summer","270",987
"Thompson","(-Inf,3]","Summer","300",1346
"Thompson","(-Inf,3]","Summer","330",902
"Thompson","(-Inf,3]","Winter","0",1416
"Thompson","(-Inf,3]","Winter","30",1544
"Thompson","(-Inf,3]","Winter","60",2199
"Thompson","(-Inf,3]","Winter","90",2661
"Thompson","(-Inf,3]","Winter","120",2725
"Thompson","(-Inf,3]","Winter","150",2010
"Thompson","(-Inf,3]","Winter","180",1195
"Thompson","(-Inf,3]","Winter","210",537
"Thompson","(-Inf,3]","Winter","240",518
"Thompson","(-Inf,3]","Winter","270",680
"Thompson","(-Inf,3]","Winter","300",908
"Thompson","(-Inf,3]","Winter","330",1001
"Willow-Bowron","(6,9]","Summer","30",1
"Willow-Bowron","(6,9]","Summer","60",3
"Willow-Bowron","(6,9]","Winter","0",10
"Willow-Bowron","(6,9]","Winter","270",14
"Willow-Bowron","(6,9]","Winter","300",52
"Willow-Bowron","(6,9]","Winter","330",37
"Willow-Bowron","(3,6]","Summer","0",90
"Willow-Bowron","(3,6]","Summer","30",81
"Willow-Bowron","(3,6]","Summer","60",77
"Willow-Bowron","(3,6]","Summer","90",31
"Willow-Bowron","(3,6]","Summer","120",2
"Willow-Bowron","(3,6]","Summer","210",1
"Willow-Bowron","(3,6]","Summer","240",9
"Willow-Bowron","(3,6]","Summer","270",67
"Willow-Bowron","(3,6]","Summer","300",125
"Willow-Bowron","(3,6]","Summer","330",112
"Willow-Bowron","(3,6]","Winter","0",365
"Willow-Bowron","(3,6]","Winter","30",275
"Willow-Bowron","(3,6]","Winter","60",120
"Willow-Bowron","(3,6]","Winter","90",18
"Willow-Bowron","(3,6]","Winter","120",2
"Willow-Bowron","(3,6]","Winter","180",4
"Willow-Bowron","(3,6]","Winter","210",3
"Willow-Bowron","(3,6]","Winter","240",26
"Willow-Bowron","(3,6]","Winter","270",306
"Willow-Bowron","(3,6]","Winter","300",865
"Willow-Bowron","(3,6]","Winter","330",678
"Willow-Bowron","(-Inf,3]","Summer","0",1365
"Willow-Bowron","(-Inf,3]","Summer","30",1366
"Willow-Bowron","(-Inf,3]","Summer","60",1741
"Willow-Bowron","(-Inf,3]","Summer","90",1646
"Willow-Bowron","(-Inf,3]","Summer","120",675
"Willow-Bowron","(-Inf,3]","Summer","150",480
"Willow-Bowron","(-Inf,3]","Summer","180",586
"Willow-Bowron","(-Inf,3]","Summer","210",623
"Willow-Bowron","(-Inf,3]","Summer","240",1093
"Willow-Bowron","(-Inf,3]","Summer","270",2323
"Willow-Bowron","(-Inf,3]","Summer","300",3288
"Willow-Bowron","(-Inf,3]","Summer","330",2128
"Willow-Bowron","(-Inf,3]","Winter","0",1889
"Willow-Bowron","(-Inf,3]","Winter","30",1644
"Willow-Bowron","(-Inf,3]","Winter","60",1537
"Willow-Bowron","(-Inf,3]","Winter","90",1118
"Willow-Bowron","(-Inf,3]","Winter","120",550
"Willow-Bowron","(-Inf,3]","Winter","150",574
"Willow-Bowron","(-Inf,3]","Winter","180",738
"Willow-Bowron","(-Inf,3]","Winter","210",834
"Willow-Bowron","(-Inf,3]","Winter","240",680
"Willow-Bowron","(-Inf,3]","Winter","270",1894
"Willow-Bowron","(-Inf,3]","Winter","300",3898
"Willow-Bowron","(-Inf,3]","Winter","330",2548
