"Site","WS","gseason","WD","n"
"Dunster","(3,6]","Summer","300",2294
"Dunster","(3,6]","Summer","330",173
"Dunster","(3,6]","Winter","0",6
"Dunster","(3,6]","Winter","30",5
"Dunster","(3,6]","Winter","60",12
"Dunster","(3,6]","Winter","90",28
"Dunster","(3,6]","Winter","120",3967
"Dunster","(3,6]","Winter","150",1390
"Dunster","(3,6]","Winter","180",220
"Dunster","(3,6]","Winter","210",193
"Dunster","(3,6]","Winter","240",40
"Dunster","(3,6]","Winter","270",237
"Dunster","(3,6]","Winter","300",1401
"Dunster","(3,6]","Winter","330",202
"Dunster","(-Inf,3]","Summer","0",171
"Dunster","(-Inf,3]","Summer","30",106
"Dunster","(-Inf,3]","Summer","60",140
"Dunster","(-Inf,3]","Summer","90",222
"Dunster","(-Inf,3]","Summer","120",1321
"Dunster","(-Inf,3]","Summer","150",2008
"Dunster","(-Inf,3]","Summer","180",1406
"Dunster","(-Inf,3]","Summer","210",1290
"Dunster","(-Inf,3]","Summer","240",919
"Dunster","(-Inf,3]","Summer","270",2053
"Dunster","(-Inf,3]","Summer","300",1876
"Dunster","(-Inf,3]","Summer","330",448
"Dunster","(-Inf,3]","Winter","0",92
"Dunster","(-Inf,3]","Winter","30",51
"Dunster","(-Inf,3]","Winter","60",56
"Dunster","(-Inf,3]","Winter","90",155
"Dunster","(-Inf,3]","Winter","120",3036
"Dunster","(-Inf,3]","Winter","150",2411
"Dunster","(-Inf,3]","Winter","180",1189
"Dunster","(-Inf,3]","Winter","210",704
"Dunster","(-Inf,3]","Winter","240",550
"Dunster","(-Inf,3]","Winter","270",1303
"Dunster","(-Inf,3]","Winter","300",1847
"Dunster","(-Inf,3]","Winter","330",727
"Endako","(9, Inf]","Summer","0",137
"Endako","(9, Inf]","Summer","30",264
"Endako","(9, Inf]","Summer","60",187
"Endako","(9, Inf]","Summer","90",52
"Endako","(9, Inf]","Summer","120",43
"Endako","(9, Inf]","Summer","150",83
"Endako","(9, Inf]","Summer","180",148
"Endako","(9, Inf]","Summer","210",361
"Endako","(9, Inf]","Summer","240",630
"Endako","(9, Inf]","Summer","270",1425
"Endako","(9, Inf]","Summer","300",654
"Endako","(9, Inf]","Summer","330",49
"Endako","(9, Inf]","Winter","0",115
"Endako","(9, Inf]","Winter","30",523
"Endako","(9, Inf]","Winter","60",541
"Endako","(9, Inf]","Winter","90",137
"Endako","(9, Inf]","Winter","120",165
"Endako","(9, Inf]","Winter","150",243
"Endako","(9, Inf]","Winter","180",305
"Endako","(9, Inf]","Winter","210",391
"Endako","(9, Inf]","Winter","240",481
"Endako","(9, Inf]","Winter","270",641
"Endako","(9, Inf]","Winter","300",203
"Endako","(9, Inf]","Winter","330",23
"Endako","(6,9]","Summer","0",303
"Endako","(6,9]","Summer","30",967
"Endako","(6,9]","Summer","60",295
"Endako","(6,9]","Summer","90",223
"Endako","(6,9]","Summer","120",378
"Endako","(6,9]","Summer","150",425
"Endako","(6,9]","Summer","180",525
"Endako","(6,9]","Summer","210",880
"Endako","(6,9]","Summer","240",1263
"Endako","(6,9]","Summer","270",1484
"Endako","(6,9]","Summer","300",708
"Endako","(6,9]","Summer","330",140
"Endako","(6,9]","Winter","0",543
"Endako","(6,9]","Winter","30",1415
"Endako","(6,9]","Winter","60",949
"Endako","(6,9]","Winter","90",958
"Endako","(6,9]","Winter","120",871
"Endako","(6,9]","Winter","150",544
"Endako","(6,9]","Winter","180",428
"Endako","(6,9]","Winter","210",427
"Endako","(6,9]","Winter","240",481
"Endako","(6,9]","Winter","270",458
"Endako","(6,9]","Winter","300",230
"Endako","(6,9]","Winter","330",75
"Endako","(3,6]","Summer","0",1077
"Endako","(3,6]","Summer","30",2990
"Endako","(3,6]","Summer","60",600
"Endako","(3,6]","Summer","90",569
"Endako","(3,6]","Summer","120",695
"Endako","(3,6]","Summer","150",781
"Endako","(3,6]","Summer","180",851
"Endako","(3,6]","Summer","210",1087
"Endako","(3,6]","Summer","240",1125
"Endako","(3,6]","Summer","270",1015
"Endako","(3,6]","Summer","300",732
"Endako","(3,6]","Summer","330",496
"Endako","(3,6]","Winter","0",1282
"Endako","(3,6]","Winter","30",4309
"Endako","(3,6]","Winter","60",2088
"Endako","(3,6]","Winter","90",2305
"Endako","(3,6]","Winter","120",1782
"Endako","(3,6]","Winter","150",932
"Endako","(3,6]","Winter","180",559
"Endako","(3,6]","Winter","210",467
"Endako","(3,6]","Winter","240",503
"Endako","(3,6]","Winter","270",410
"Endako","(3,6]","Winter","300",308
"Endako","(3,6]","Winter","330",262
"Endako","(-Inf,3]","Summer","0",2766
"Endako","(-Inf,3]","Summer","30",3046
"Endako","(-Inf,3]","Summer","60",1169
"Endako","(-Inf,3]","Summer","90",965
"Endako","(-Inf,3]","Summer","120",913
"Endako","(-Inf,3]","Summer","150",913
"Endako","(-Inf,3]","Summer","180",816
"Endako","(-Inf,3]","Summer","210",1006
"Endako","(-Inf,3]","Summer","240",1138
"Endako","(-Inf,3]","Summer","270",1611
"Endako","(-Inf,3]","Summer","300",1498
"Endako","(-Inf,3]","Summer","330",1190
"Endako","(-Inf,3]","Winter","0",4868
"Endako","(-Inf,3]","Winter","30",5440
"Endako","(-Inf,3]","Winter","60",3976
"Endako","(-Inf,3]","Winter","90",3173
"Endako","(-Inf,3]","Winter","120",2559
"Endako","(-Inf,3]","Winter","150",1570
"Endako","(-Inf,3]","Winter","180",1173
"Endako","(-Inf,3]","Winter","210",920
"Endako","(-Inf,3]","Winter","240",971
"Endako","(-Inf,3]","Winter","270",958
"Endako","(-Inf,3]","Winter","300",890
"Endako","(-Inf,3]","Winter","330",1071
"George Lake","(9, Inf]","Summer","0",85
"George Lake","(9, Inf]","Summer","30",33
"George Lake","(9, Inf]","Summer","60",64
"George Lake","(9, Inf]","Summer","90",141
"George Lake","(9, Inf]","Summer","120",64
"George Lake","(9, Inf]","Summer","150",186
"George Lake","(9, Inf]","Summer","180",110
"George Lake","(9, Inf]","Summer","210",39
"George Lake","(9, Inf]","Summer","240",20
"George Lake","(9, Inf]","Summer","270",23
"George Lake","(9, Inf]","Summer","300",40
"George Lake","(9, Inf]","Summer","330",34
"George Lake","(9, Inf]","Winter","0",183
"George Lake","(9, Inf]","Winter","30",39
"George Lake","(9, Inf]","Winter","60",31
"George Lake","(9, Inf]","Winter","90",372
"George Lake","(9, Inf]","Winter","120",239
"George Lake","(9, Inf]","Winter","150",388
"George Lake","(9, Inf]","Winter","180",310
"George Lake","(9, Inf]","Winter","210",12
"George Lake","(9, Inf]","Winter","240",15
"George Lake","(9, Inf]","Winter","270",203
"George Lake","(9, Inf]","Winter","300",114
"George Lake","(9, Inf]","Winter","330",93
"George Lake","(6,9]","Summer","0",361
"George Lake","(6,9]","Summer","30",286
"George Lake","(6,9]","Summer","60",174
"George Lake","(6,9]","Summer","90",308
"George Lake","(6,9]","Summer","120",369
"George Lake","(6,9]","Summer","150",812
"George Lake","(6,9]","Summer","180",616
"George Lake","(6,9]","Summer","210",411
"George Lake","(6,9]","Summer","240",298
"George Lake","(6,9]","Summer","270",320
"George Lake","(6,9]","Summer","300",240
"George Lake","(6,9]","Summer","330",250
"George Lake","(6,9]","Winter","0",640
"George Lake","(6,9]","Winter","30",156
"George Lake","(6,9]","Winter","60",107
"George Lake","(6,9]","Winter","90",651
"George Lake","(6,9]","Winter","120",480
"George Lake","(6,9]","Winter","150",886
"George Lake","(6,9]","Winter","180",864
"George Lake","(6,9]","Winter","210",207
"George Lake","(6,9]","Winter","240",168
"George Lake","(6,9]","Winter","270",427
"George Lake","(6,9]","Winter","300",276
"George Lake","(6,9]","Winter","330",556
"George Lake","(3,6]","Summer","0",552
"George Lake","(3,6]","Summer","30",476
"George Lake","(3,6]","Summer","60",344
"George Lake","(3,6]","Summer","90",415
"George Lake","(3,6]","Summer","120",610
"George Lake","(3,6]","Summer","150",975
"George Lake","(3,6]","Summer","180",1190
"George Lake","(3,6]","Summer","210",736
"George Lake","(3,6]","Summer","240",590
"George Lake","(3,6]","Summer","270",705
"George Lake","(3,6]","Summer","300",564
"George Lake","(3,6]","Summer","330",556
"George Lake","(3,6]","Winter","0",1075
"George Lake","(3,6]","Winter","30",506
"George Lake","(3,6]","Winter","60",306
"George Lake","(3,6]","Winter","90",616
"George Lake","(3,6]","Winter","120",626
"George Lake","(3,6]","Winter","150",1325
"George Lake","(3,6]","Winter","180",1456
"George Lake","(3,6]","Winter","210",438
"George Lake","(3,6]","Winter","240",423
"George Lake","(3,6]","Winter","270",711
"George Lake","(3,6]","Winter","300",509
"George Lake","(3,6]","Winter","330",1387
"George Lake","(-Inf,3]","Summer","0",1469
"George Lake","(-Inf,3]","Summer","30",1301
"George Lake","(-Inf,3]","Summer","60",1134
"George Lake","(-Inf,3]","Summer","90",1141
"George Lake","(-Inf,3]","Summer","120",1317
"George Lake","(-Inf,3]","Summer","150",2083
"George Lake","(-Inf,3]","Summer","180",3049
"George Lake","(-Inf,3]","Summer","210",2331
"George Lake","(-Inf,3]","Summer","240",1897
"George Lake","(-Inf,3]","Summer","270",2497
"George Lake","(-Inf,3]","Summer","300",1678
"George Lake","(-Inf,3]","Summer","330",1605
"George Lake","(-Inf,3]","Winter","0",3894
"George Lake","(-Inf,3]","Winter","30",1932
"George Lake","(-Inf,3]","Winter","60",741
"George Lake","(-Inf,3]","Winter","90",900
"George Lake","(-Inf,3]","Winter","120",1507
"George Lake","(-Inf,3]","Winter","150",4389
"George Lake","(-Inf,3]","Winter","180",5620
"George Lake","(-Inf,3]","Winter","210",3380
"George Lake","(-Inf,3]","Winter","240",2226
"George Lake","(-Inf,3]","Winter","270",2641
"George Lake","(-Inf,3]","Winter","300",2516
"George Lake","(-Inf,3]","Winter","330",3090
"Gunnel","(9, Inf]","Summer","0",274
"Gunnel","(9, Inf]","Summer","30",257
"Gunnel","(9, Inf]","Summer","60",238
"Gunnel","(9, Inf]","Summer","90",227
"Gunnel","(9, Inf]","Summer","120",592
"Gunnel","(9, Inf]","Summer","150",74
"Gunnel","(9, Inf]","Summer","180",113
"Gunnel","(9, Inf]","Summer","210",409
"Gunnel","(9, Inf]","Summer","240",140
"Gunnel","(9, Inf]","Summer","270",318
"Gunnel","(9, Inf]","Summer","300",380
"Gunnel","(9, Inf]","Summer","330",128
"Gunnel","(9, Inf]","Winter","0",103
"Gunnel","(9, Inf]","Winter","30",100
"Gunnel","(9, Inf]","Winter","60",99
"Gunnel","(9, Inf]","Winter","90",225
"Gunnel","(9, Inf]","Winter","120",684
"Gunnel","(9, Inf]","Winter","150",270
"Gunnel","(9, Inf]","Winter","180",217
"Gunnel","(9, Inf]","Winter","210",1035
"Gunnel","(9, Inf]","Winter","240",147
"Gunnel","(9, Inf]","Winter","270",228
"Gunnel","(9, Inf]","Winter","300",360
"Gunnel","(9, Inf]","Winter","330",100
"Gunnel","(6,9]","Summer","0",68
"Gunnel","(6,9]","Summer","30",142
"Gunnel","(6,9]","Summer","60",114
"Gunnel","(6,9]","Summer","90",54
"Gunnel","(6,9]","Summer","120",226
"Gunnel","(6,9]","Summer","150",34
"Gunnel","(6,9]","Summer","180",48
"Gunnel","(6,9]","Summer","210",175
"Gunnel","(6,9]","Summer","240",45
"Gunnel","(6,9]","Summer","270",71
"Gunnel","(6,9]","Summer","300",104
"Gunnel","(6,9]","Summer","330",41
"Gunnel","(6,9]","Winter","0",36
"Gunnel","(6,9]","Winter","30",68
"Gunnel","(6,9]","Winter","60",44
"Gunnel","(6,9]","Winter","90",61
"Gunnel","(6,9]","Winter","120",179
"Gunnel","(6,9]","Winter","150",37
"Gunnel","(6,9]","Winter","180",57
"Gunnel","(6,9]","Winter","210",186
"Gunnel","(6,9]","Winter","240",53
"Gunnel","(6,9]","Winter","270",62
"Gunnel","(6,9]","Winter","300",90
"Gunnel","(6,9]","Winter","330",52
"Gunnel","(3,6]","Summer","0",38
"Gunnel","(3,6]","Summer","30",90
"Gunnel","(3,6]","Summer","60",58
"Gunnel","(3,6]","Summer","90",36
"Gunnel","(3,6]","Summer","120",121
"Gunnel","(3,6]","Summer","150",8
"Gunnel","(3,6]","Summer","180",36
"Gunnel","(3,6]","Summer","210",87
"Gunnel","(3,6]","Summer","240",28
"Gunnel","(3,6]","Summer","270",49
"Gunnel","(3,6]","Summer","300",80
"Gunnel","(3,6]","Summer","330",29
"Gunnel","(3,6]","Winter","0",17
"Gunnel","(3,6]","Winter","30",81
"Gunnel","(3,6]","Winter","60",39
"Gunnel","(3,6]","Winter","90",41
"Gunnel","(3,6]","Winter","120",180
"Gunnel","(3,6]","Winter","150",38
"Gunnel","(3,6]","Winter","180",47
"Gunnel","(3,6]","Winter","210",96
"Gunnel","(3,6]","Winter","240",38
"Gunnel","(3,6]","Winter","270",63
"Gunnel","(3,6]","Winter","300",85
"Gunnel","(3,6]","Winter","330",37
"Gunnel","(-Inf,3]","Summer","0",10
"Gunnel","(-Inf,3]","Summer","30",15
"Gunnel","(-Inf,3]","Summer","60",13
"Gunnel","(-Inf,3]","Summer","90",4
"Gunnel","(-Inf,3]","Summer","120",26
"Gunnel","(-Inf,3]","Summer","150",22
"Gunnel","(-Inf,3]","Summer","180",12
"Gunnel","(-Inf,3]","Summer","210",32
"Gunnel","(-Inf,3]","Summer","240",3
"Gunnel","(-Inf,3]","Summer","270",13
"Gunnel","(-Inf,3]","Summer","300",21
"Gunnel","(-Inf,3]","Summer","330",6
"Gunnel","(-Inf,3]","Winter","0",18
"Gunnel","(-Inf,3]","Winter","30",47
"Gunnel","(-Inf,3]","Winter","60",31
"Gunnel","(-Inf,3]","Winter","90",66
"Gunnel","(-Inf,3]","Winter","120",126
"Gunnel","(-Inf,3]","Winter","150",38
"Gunnel","(-Inf,3]","Winter","180",28
"Gunnel","(-Inf,3]","Winter","210",55
"Gunnel","(-Inf,3]","Winter","240",18
"Gunnel","(-Inf,3]","Winter","270",29
"Gunnel","(-Inf,3]","Winter","300",53
"Gunnel","(-Inf,3]","Winter","330",16
"Gunnel 3","(9, Inf]","Summer","0",38
"Gunnel 3","(9, Inf]","Summer","30",36
"Gunnel 3","(9, Inf]","Summer","60",21
"Gunnel 3","(9, Inf]","Summer","90",21
"Gunnel 3","(9, Inf]","Summer","120",73
"Gunnel 3","(9, Inf]","Summer","150",37
"Gunnel 3","(9, Inf]","Summer","180",45
"Gunnel 3","(9, Inf]","Summer","210",99
"Gunnel 3","(9, Inf]","Summer","240",23
"Gunnel 3","(9, Inf]","Summer","270",26
"Gunnel 3","(9, Inf]","Summer","300",49
"Gunnel 3","(9, Inf]","Summer","330",56
"Gunnel 3","(9, Inf]","Winter","0",13
"Gunnel 3","(9, Inf]","Winter","30",9
"Gunnel 3","(9, Inf]","Winter","60",11
"Gunnel 3","(9, Inf]","Winter","90",21
"Gunnel 3","(9, Inf]","Winter","120",69
"Gunnel 3","(9, Inf]","Winter","150",22
"Gunnel 3","(9, Inf]","Winter","180",28
"Gunnel 3","(9, Inf]","Winter","210",162
"Gunnel 3","(9, Inf]","Winter","240",13
"Gunnel 3","(9, Inf]","Winter","270",9
"Gunnel 3","(9, Inf]","Winter","300",23
"Gunnel 3","(9, Inf]","Winter","330",24
"Gunnel 3","(6,9]","Summer","0",10
"Gunnel 3","(6,9]","Summer","30",12
"Gunnel 3","(6,9]","Summer","60",25
"Gunnel 3","(6,9]","Summer","90",11
"Gunnel 3","(6,9]","Summer","120",36
"Gunnel 3","(6,9]","Summer","150",14
"Gunnel 3","(6,9]","Summer","180",32
"Gunnel 3","(6,9]","Summer","210",33
"Gunnel 3","(6,9]","Summer","240",11
"Gunnel 3","(6,9]","Summer","270",18
"Gunnel 3","(6,9]","Summer","300",19
"Gunnel 3","(6,9]","Summer","330",9
"Gunnel 3","(6,9]","Winter","0",6
"Gunnel 3","(6,9]","Winter","30",5
"Gunnel 3","(6,9]","Winter","60",4
"Gunnel 3","(6,9]","Winter","90",5
"Gunnel 3","(6,9]","Winter","120",39
"Gunnel 3","(6,9]","Winter","150",8
"Gunnel 3","(6,9]","Winter","180",19
"Gunnel 3","(6,9]","Winter","210",21
"Gunnel 3","(6,9]","Winter","240",4
"Gunnel 3","(6,9]","Winter","270",2
"Gunnel 3","(6,9]","Winter","300",6
"Gunnel 3","(6,9]","Winter","330",4
"Gunnel 3","(3,6]","Summer","0",15
"Gunnel 3","(3,6]","Summer","30",17
"Gunnel 3","(3,6]","Summer","60",14
"Gunnel 3","(3,6]","Summer","90",18
"Gunnel 3","(3,6]","Summer","120",29
"Gunnel 3","(3,6]","Summer","150",20
"Gunnel 3","(3,6]","Summer","180",19
"Gunnel 3","(3,6]","Summer","210",19
"Gunnel 3","(3,6]","Summer","240",10
"Gunnel 3","(3,6]","Summer","270",16
"Gunnel 3","(3,6]","Summer","300",11
"Gunnel 3","(3,6]","Summer","330",20
"Gunnel 3","(3,6]","Winter","0",6
"Gunnel 3","(3,6]","Winter","30",4
"Gunnel 3","(3,6]","Winter","60",7
"Gunnel 3","(3,6]","Winter","90",5
"Gunnel 3","(3,6]","Winter","120",20
"Gunnel 3","(3,6]","Winter","150",6
"Gunnel 3","(3,6]","Winter","180",6
"Gunnel 3","(3,6]","Winter","210",11
"Gunnel 3","(3,6]","Winter","240",4
"Gunnel 3","(3,6]","Winter","270",9
"Gunnel 3","(3,6]","Winter","300",2
"Gunnel 3","(3,6]","Winter","330",7
"Gunnel 3","(-Inf,3]","Summer","0",14
"Gunnel 3","(-Inf,3]","Summer","30",14
"Gunnel 3","(-Inf,3]","Summer","60",3
"Gunnel 3","(-Inf,3]","Summer","90",7
"Gunnel 3","(-Inf,3]","Summer","120",19
"Gunnel 3","(-Inf,3]","Summer","150",6
"Gunnel 3","(-Inf,3]","Summer","180",6
"Gunnel 3","(-Inf,3]","Summer","210",15
"Gunnel 3","(-Inf,3]","Summer","240",6
"Gunnel 3","(-Inf,3]","Summer","270",8
"Gunnel 3","(-Inf,3]","Summer","300",16
"Gunnel 3","(-Inf,3]","Summer","330",39
"Gunnel 3","(-Inf,3]","Winter","0",6
"Gunnel 3","(-Inf,3]","Winter","30",17
"Gunnel 3","(-Inf,3]","Winter","60",16
"Gunnel 3","(-Inf,3]","Winter","90",41
"Gunnel 3","(-Inf,3]","Winter","120",25
"Gunnel 3","(-Inf,3]","Winter","150",8
"Gunnel 3","(-Inf,3]","Winter","180",5
"Gunnel 3","(-Inf,3]","Winter","210",4
"Gunnel 3","(-Inf,3]","Winter","240",2
"Gunnel 3","(-Inf,3]","Winter","270",4
"Gunnel 3","(-Inf,3]","Winter","300",6
"Gunnel 3","(-Inf,3]","Winter","330",8
"Hourglass","(9, Inf]","Summer","0",105
"Hourglass","(9, Inf]","Summer","30",131
"Hourglass","(9, Inf]","Summer","60",210
"Hourglass","(9, Inf]","Summer","90",215
"Hourglass","(9, Inf]","Summer","120",45
"Hourglass","(9, Inf]","Summer","150",41
"Hourglass","(9, Inf]","Summer","180",766
"Hourglass","(9, Inf]","Summer","210",2728
"Hourglass","(9, Inf]","Summer","240",2187
"Hourglass","(9, Inf]","Summer","270",769
"Hourglass","(9, Inf]","Summer","300",237
"Hourglass","(9, Inf]","Summer","330",131
"Hourglass","(9, Inf]","Winter","0",106
"Hourglass","(9, Inf]","Winter","30",218
"Hourglass","(9, Inf]","Winter","60",120
"Hourglass","(9, Inf]","Winter","90",87
"Hourglass","(9, Inf]","Winter","120",32
"Hourglass","(9, Inf]","Winter","150",70
"Hourglass","(9, Inf]","Winter","180",1327
"Hourglass","(9, Inf]","Winter","210",3185
"Hourglass","(9, Inf]","Winter","240",1971
"Hourglass","(9, Inf]","Winter","270",664
"Hourglass","(9, Inf]","Winter","300",252
"Hourglass","(9, Inf]","Winter","330",146
"Hourglass","(6,9]","Summer","0",137
"Hourglass","(6,9]","Summer","30",163
"Hourglass","(6,9]","Summer","60",182
"Hourglass","(6,9]","Summer","90",161
"Hourglass","(6,9]","Summer","120",95
"Hourglass","(6,9]","Summer","150",118
"Hourglass","(6,9]","Summer","180",745
"Hourglass","(6,9]","Summer","210",932
"Hourglass","(6,9]","Summer","240",672
"Hourglass","(6,9]","Summer","270",440
"Hourglass","(6,9]","Summer","300",236
"Hourglass","(6,9]","Summer","330",201
"Hourglass","(6,9]","Winter","0",223
"Hourglass","(6,9]","Winter","30",238
"Hourglass","(6,9]","Winter","60",125
"Hourglass","(6,9]","Winter","90",127
"Hourglass","(6,9]","Winter","120",86
"Hourglass","(6,9]","Winter","150",145
"Hourglass","(6,9]","Winter","180",658
"Hourglass","(6,9]","Winter","210",546
"Hourglass","(6,9]","Winter","240",345
"Hourglass","(6,9]","Winter","270",221
"Hourglass","(6,9]","Winter","300",183
"Hourglass","(6,9]","Winter","330",221
"Hourglass","(3,6]","Summer","0",129
"Hourglass","(3,6]","Summer","30",152
"Hourglass","(3,6]","Summer","60",201
"Hourglass","(3,6]","Summer","90",185
"Hourglass","(3,6]","Summer","120",150
"Hourglass","(3,6]","Summer","150",207
"Hourglass","(3,6]","Summer","180",584
"Hourglass","(3,6]","Summer","210",600
"Hourglass","(3,6]","Summer","240",587
"Hourglass","(3,6]","Summer","270",320
"Hourglass","(3,6]","Summer","300",203
"Hourglass","(3,6]","Summer","330",191
"Hourglass","(3,6]","Winter","0",317
"Hourglass","(3,6]","Winter","30",277
"Hourglass","(3,6]","Winter","60",199
"Hourglass","(3,6]","Winter","90",239
"Hourglass","(3,6]","Winter","120",209
"Hourglass","(3,6]","Winter","150",338
"Hourglass","(3,6]","Winter","180",607
"Hourglass","(3,6]","Winter","210",482
"Hourglass","(3,6]","Winter","240",363
"Hourglass","(3,6]","Winter","270",244
"Hourglass","(3,6]","Winter","300",180
"Hourglass","(3,6]","Winter","330",311
"Hourglass","(-Inf,3]","Summer","0",149
"Hourglass","(-Inf,3]","Summer","30",140
"Hourglass","(-Inf,3]","Summer","60",203
"Hourglass","(-Inf,3]","Summer","90",196
"Hourglass","(-Inf,3]","Summer","120",176
"Hourglass","(-Inf,3]","Summer","150",196
"Hourglass","(-Inf,3]","Summer","180",346
"Hourglass","(-Inf,3]","Summer","210",386
"Hourglass","(-Inf,3]","Summer","240",381
"Hourglass","(-Inf,3]","Summer","270",285
"Hourglass","(-Inf,3]","Summer","300",216
"Hourglass","(-Inf,3]","Summer","330",199
"Hourglass","(-Inf,3]","Winter","0",508
"Hourglass","(-Inf,3]","Winter","30",707
"Hourglass","(-Inf,3]","Winter","60",473
"Hourglass","(-Inf,3]","Winter","90",474
"Hourglass","(-Inf,3]","Winter","120",467
"Hourglass","(-Inf,3]","Winter","150",530
"Hourglass","(-Inf,3]","Winter","180",629
"Hourglass","(-Inf,3]","Winter","210",521
"Hourglass","(-Inf,3]","Winter","240",445
"Hourglass","(-Inf,3]","Winter","270",380
"Hourglass","(-Inf,3]","Winter","300",420
"Hourglass","(-Inf,3]","Winter","330",468
"Hudson Bay Mountain","(9, Inf]","Summer","0",129
"Hudson Bay Mountain","(9, Inf]","Summer","30",218
"Hudson Bay Mountain","(9, Inf]","Summer","60",149
"Hudson Bay Mountain","(9, Inf]","Summer","90",193
"Hudson Bay Mountain","(9, Inf]","Summer","120",117
"Hudson Bay Mountain","(9, Inf]","Summer","150",73
"Hudson Bay Mountain","(9, Inf]","Summer","180",101
"Hudson Bay Mountain","(9, Inf]","Summer","210",450
"Hudson Bay Mountain","(9, Inf]","Summer","240",355
"Hudson Bay Mountain","(9, Inf]","Summer","270",877
"Hudson Bay Mountain","(9, Inf]","Summer","300",823
"Hudson Bay Mountain","(9, Inf]","Summer","330",125
"Hudson Bay Mountain","(9, Inf]","Winter","0",143
"Hudson Bay Mountain","(9, Inf]","Winter","30",271
"Hudson Bay Mountain","(9, Inf]","Winter","60",238
"Hudson Bay Mountain","(9, Inf]","Winter","90",407
"Hudson Bay Mountain","(9, Inf]","Winter","120",300
"Hudson Bay Mountain","(9, Inf]","Winter","150",201
"Hudson Bay Mountain","(9, Inf]","Winter","180",99
"Hudson Bay Mountain","(9, Inf]","Winter","210",518
"Hudson Bay Mountain","(9, Inf]","Winter","240",711
"Hudson Bay Mountain","(9, Inf]","Winter","270",963
"Hudson Bay Mountain","(9, Inf]","Winter","300",498
"Hudson Bay Mountain","(9, Inf]","Winter","330",91
"Hudson Bay Mountain","(6,9]","Summer","0",25
"Hudson Bay Mountain","(6,9]","Summer","30",52
"Hudson Bay Mountain","(6,9]","Summer","60",35
"Hudson Bay Mountain","(6,9]","Summer","90",55
"Hudson Bay Mountain","(6,9]","Summer","120",52
"Hudson Bay Mountain","(6,9]","Summer","150",33
"Hudson Bay Mountain","(6,9]","Summer","180",37
"Hudson Bay Mountain","(6,9]","Summer","210",64
"Hudson Bay Mountain","(6,9]","Summer","240",44
"Hudson Bay Mountain","(6,9]","Summer","270",21
"Hudson Bay Mountain","(6,9]","Summer","300",14
"Hudson Bay Mountain","(6,9]","Summer","330",19
"Hudson Bay Mountain","(6,9]","Winter","0",34
"Hudson Bay Mountain","(6,9]","Winter","30",28
"Hudson Bay Mountain","(6,9]","Winter","60",46
"Hudson Bay Mountain","(6,9]","Winter","90",61
"Hudson Bay Mountain","(6,9]","Winter","120",66
"Hudson Bay Mountain","(6,9]","Winter","150",56
"Hudson Bay Mountain","(6,9]","Winter","180",48
"Hudson Bay Mountain","(6,9]","Winter","210",64
"Hudson Bay Mountain","(6,9]","Winter","240",78
"Hudson Bay Mountain","(6,9]","Winter","270",47
"Hudson Bay Mountain","(6,9]","Winter","300",25
"Hudson Bay Mountain","(6,9]","Winter","330",24
"Hudson Bay Mountain","(3,6]","Summer","0",18
"Hudson Bay Mountain","(3,6]","Summer","30",44
"Hudson Bay Mountain","(3,6]","Summer","60",33
"Hudson Bay Mountain","(3,6]","Summer","90",35
"Hudson Bay Mountain","(3,6]","Summer","120",36
"Hudson Bay Mountain","(3,6]","Summer","150",20
"Hudson Bay Mountain","(3,6]","Summer","180",29
"Hudson Bay Mountain","(3,6]","Summer","210",38
"Hudson Bay Mountain","(3,6]","Summer","240",31
"Hudson Bay Mountain","(3,6]","Summer","270",22
"Hudson Bay Mountain","(3,6]","Summer","300",17
"Hudson Bay Mountain","(3,6]","Summer","330",24
"Hudson Bay Mountain","(3,6]","Winter","0",20
"Hudson Bay Mountain","(3,6]","Winter","30",26
"Hudson Bay Mountain","(3,6]","Winter","60",24
"Hudson Bay Mountain","(3,6]","Winter","90",54
"Hudson Bay Mountain","(3,6]","Winter","120",39
"Hudson Bay Mountain","(3,6]","Winter","150",37
"Hudson Bay Mountain","(3,6]","Winter","180",29
"Hudson Bay Mountain","(3,6]","Winter","210",37
"Hudson Bay Mountain","(3,6]","Winter","240",38
"Hudson Bay Mountain","(3,6]","Winter","270",35
"Hudson Bay Mountain","(3,6]","Winter","300",27
"Hudson Bay Mountain","(3,6]","Winter","330",31
"Hudson Bay Mountain","(-Inf,3]","Summer","0",14
"Hudson Bay Mountain","(-Inf,3]","Summer","30",12
"Hudson Bay Mountain","(-Inf,3]","Summer","60",11
"Hudson Bay Mountain","(-Inf,3]","Summer","90",8
"Hudson Bay Mountain","(-Inf,3]","Summer","120",7
"Hudson Bay Mountain","(-Inf,3]","Summer","150",18
"Hudson Bay Mountain","(-Inf,3]","Summer","180",12
"Hudson Bay Mountain","(-Inf,3]","Summer","210",11
"Hudson Bay Mountain","(-Inf,3]","Summer","240",13
"Hudson Bay Mountain","(-Inf,3]","Summer","270",10
"Hudson Bay Mountain","(-Inf,3]","Summer","300",15
"Hudson Bay Mountain","(-Inf,3]","Summer","330",8
"Hudson Bay Mountain","(-Inf,3]","Winter","0",10
"Hudson Bay Mountain","(-Inf,3]","Winter","30",17
"Hudson Bay Mountain","(-Inf,3]","Winter","60",26
"Hudson Bay Mountain","(-Inf,3]","Winter","90",30
